player,game,pts,p_att,p_cmp,p_yds,p_td,p_int,p_2pts,rush_att,rush_yds,rush_td,rush_2pts,receptions,rec_yds,rec_td,rec_2pts,fumbles,fumble_td,week
Doug BaldwinD. Baldwin,LAC@SEA,11.00,0,0,0,0,0,0,0,0,0,0,4,77,0,0,0,0,9
Tyrell WilliamsT. Williams,LAC@SEA,10.00,0,0,0,0,0,0,0,0,0,0,2,23,1,0,0,0,9
Mike WilliamsM. Williams,LAC@SEA,10.00,0,0,0,0,0,0,0,0,0,0,1,30,1,0,0,0,9
Tre'Quan SmithT. Smith,LA@NO,10.00,0,0,0,0,0,0,0,0,0,0,2,23,1,0,0,0,9
Emmanuel SandersE. Sanders,HOU@DEN,10.00,0,0,0,0,0,0,0,0,0,0,6,47,0,0,0,0,9
Demaryius ThomasD. Thomas,HOU@DEN,9.00,0,0,0,0,0,0,0,0,0,0,3,61,0,0,0,0,9
Anthony MillerA. Miller,CHI@BUF,9.00,0,0,0,0,0,0,1,9,0,0,5,49,0,0,0,0,9
Allen HurnsA. Hurns,TEN@DAL,9.00,0,0,0,0,0,0,0,0,0,0,1,23,1,0,0,0,9
Danny AmendolaD. Amendola,NYJ@MIA,9.00,0,0,0,0,0,0,0,0,0,0,5,47,0,0,0,0,9
Courtland SuttonC. Sutton,HOU@DEN,8.00,0,0,0,0,0,0,0,0,0,0,3,57,0,0,0,0,9
Mohamed SanuM. Sanu,ATL@WAS,8.00,0,0,0,0,0,0,0,0,0,0,4,45,0,0,0,0,9
Richie JamesR. James,OAK@SF,8.00,0,0,0,0,0,0,0,0,0,0,2,60,0,0,0,0,9
Michael GallupM. Gallup,TEN@DAL,8.00,0,0,0,0,0,0,0,0,0,0,3,51,0,0,0,0,9
Devin FunchessD. Funchess,TB@CAR,8.00,0,0,0,0,0,0,0,0,0,0,4,44,0,0,0,0,9
Antonio CallawayA. Callaway,KC@CLE,8.00,0,0,0,0,0,0,0,0,0,0,3,51,0,0,0,0,9
Jaron BrownJ. Brown,LAC@SEA,8.00,0,0,0,0,0,0,0,0,0,0,1,10,1,0,0,0,9
Kendrick BourneK. Bourne,OAK@SF,8.00,0,0,0,0,0,0,0,0,0,0,2,6,1,0,0,0,9
Kelvin BenjaminK. Benjamin,CHI@BUF,8.00,0,0,0,0,0,0,0,0,0,0,4,40,0,0,0,0,9
Kenny GolladayK. Golladay,DET@MIN,7.00,0,0,0,0,0,0,1,8,0,0,3,46,0,0,0,0,9
Taylor GabrielT. Gabriel,CHI@BUF,7.00,0,0,0,0,0,0,0,0,0,0,3,45,0,0,0,0,9
Quincy EnunwaQ. Enunwa,NYJ@MIA,7.00,0,0,0,0,0,0,0,0,0,0,3,40,0,0,0,0,9
Randall CobbR. Cobb,GB@NE,7.00,0,0,0,0,0,0,0,0,0,0,5,24,0,0,0,0,9
Robby AndersonR. Anderson,NYJ@MIA,7.00,0,0,0,0,0,0,1,1,0,0,4,32,0,0,0,0,9
Chris GodwinC. Godwin,TB@CAR,6.00,0,0,0,0,0,0,0,0,0,0,2,40,0,0,0,0,9
Phillip DorsettP. Dorsett,GB@NE,6.00,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0,9
Michael CrabtreeM. Crabtree,PIT@BAL,6.00,0,0,0,0,0,0,0,0,0,0,3,32,0,0,0,0,9
Laquon TreadwellL. Treadwell,DET@MIN,5.00,0,0,0,0,0,0,0,0,0,0,2,37,0,0,0,0,9
Ryan SwitzerR. Switzer,PIT@BAL,5.00,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0,9
Breshad PerrimanB. Perriman,KC@CLE,5.00,0,0,0,0,0,0,2,9,0,0,2,36,0,0,0,0,9
D.J. MooreD. Moore,TB@CAR,5.00,0,0,0,0,0,0,1,32,0,0,1,16,0,0,0,0,9
Tyler LockettT. Lockett,LAC@SEA,5.00,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,0,9
Brandon LaFellB. LaFell,OAK@SF,5.00,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0,9
Jermaine KearseJ. Kearse,NYJ@MIA,5.00,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0,9
Zay JonesZ. Jones,CHI@BUF,5.00,0,0,0,0,0,0,1,0,0,0,4,18,0,0,0,0,9
DeSean JacksonD. Jackson,TB@CAR,5.00,0,0,0,0,0,0,0,0,0,0,2,32,0,0,0,0,9
Martavis BryantM. Bryant,OAK@SF,5.00,0,0,0,0,0,0,1,17,0,0,2,29,0,0,0,0,9
Chad BeebeC. Beebe,DET@MIN,5.00,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0,9
Deonte ThompsonD. Thompson,TEN@DAL,4.00,0,0,0,0,0,0,0,0,0,0,2,21,0,0,0,0,9
Taywan TaylorT. Taylor,TEN@DAL,4.00,0,0,0,0,0,0,0,0,0,0,2,24,0,0,0,0,9
Aldrick RobinsonA. Robinson,DET@MIN,4.00,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0,9
Chris MooreC. Moore,PIT@BAL,4.00,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,9
Darius JenningsD. Jennings,TEN@DAL,4.00,0,0,0,0,0,0,0,0,0,0,1,36,0,0,0,0,9
Rashard HigginsR. Higgins,KC@CLE,4.00,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0,9
John BrownJ. Brown,PIT@BAL,4.00,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,9
Cole BeasleyC. Beasley,TEN@DAL,4.00,1,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,9
Cameron BatsonC. Batson,TEN@DAL,4.00,0,0,0,0,0,0,0,0,0,0,2,21,0,0,0,0,9
James WashingtonJ. Washington,PIT@BAL,3.00,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,9
Paul RichardsonP. Richardson,ATL@WAS,3.00,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,9
Damion RatleyD. Ratley,KC@CLE,3.00,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,9
Terrelle PryorT. Pryor,CHI@BUF,3.00,0,0,0,0,0,0,1,-1,0,0,2,17,0,0,0,0,9
Jordy NelsonJ. Nelson,OAK@SF,3.00,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,9
David MooreD. Moore,LAC@SEA,3.00,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,9
T.J. JonesT. Jones,DET@MIN,3.00,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,9
Chris ConleyC. Conley,KC@CLE,3.00,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0,9
Kenny StillsK. Stills,NYJ@MIA,2.00,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,9
Tim PatrickT. Patrick,HOU@DEN,2.00,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,9
Dwayne HarrisD. Harris,OAK@SF,2.00,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,9
Jakeem GrantJ. Grant,NYJ@MIA,2.00,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,9
Marquise GoodwinM. Goodwin,OAK@SF,2.00,0,0,0,0,0,0,1,2,0,0,1,11,0,0,0,0,9
Mike EvansM. Evans,TB@CAR,2.00,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,9
Jarius WrightJ. Wright,TB@CAR,1.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,9
Equanimeous St. BrownE. St. Brown,GB@NE,1.00,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,9
Tajae SharpeT. Sharpe,TEN@DAL,1.00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
Demarcus RobinsonD. Robinson,KC@CLE,1.00,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,9
Seth RobertsS. Roberts,OAK@SF,1.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,9
DeVante ParkerD. Parker,NYJ@MIA,1.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,9
Andre HolmesA. Holmes,CHI@BUF,1.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,9
Derek CarrierD. Carrier,OAK@SF,1.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,9
Travis BenjaminT. Benjamin,LAC@SEA,0.00,0,0,0,0,0,0,1,-2,0,0,0,0,0,0,0,0,9
Tyreek HillT. Hill,ARI@KC,32.00,0,0,0,0,0,0,1,20,0,0,7,117,2,0,0,0,10
Allen RobinsonA. Robinson,DET@CHI,31.00,0,0,0,0,0,0,0,0,0,0,6,133,2,0,0,0,10
Michael ThomasM. Thomas,NO@CIN,27.00,0,0,0,0,0,0,0,0,0,0,8,70,2,0,0,0,10
Brandin CooksB. Cooks,SEA@LA,26.00,0,0,0,0,0,0,1,9,1,0,10,100,0,0,0,0,10
Corey DavisC. Davis,NE@TEN,25.00,0,0,0,0,0,0,0,0,0,0,7,125,1,0,0,0,10
Anthony MillerA. Miller,DET@CHI,23.00,0,0,0,0,0,0,0,0,0,0,5,122,1,0,0,0,10
Zay JonesZ. Jones,BUF@NYJ,23.00,0,0,0,0,0,0,0,0,0,0,8,93,1,0,0,0,10
Julio JonesJ. Jones,ATL@CLE,23.00,0,0,0,0,0,0,0,0,0,0,7,107,1,0,0,0,10
Odell Beckham Jr.O. Beckham,NYG@SF,23.00,0,0,0,0,0,0,0,0,0,0,4,73,2,0,0,0,10
Antonio BrownA. Brown,CAR@PIT,21.00,0,0,0,0,0,0,0,0,0,0,6,96,1,0,0,0,10
Davante AdamsD. Adams,MIA@GB,21.00,0,0,0,0,0,0,0,0,0,0,4,57,2,0,0,0,10
JuJu Smith-SchusterJ. Smith-Schuster,CAR@PIT,19.00,0,0,0,0,0,0,1,13,0,0,3,90,1,0,0,0,10
Kenny GolladayK. Golladay,DET@CHI,19.00,0,0,0,0,0,0,0,0,0,0,6,78,1,0,0,0,10
Julian EdelmanJ. Edelman,NE@TEN,19.00,1,1,6,0,0,0,0,0,0,0,9,104,0,0,0,0,10
Donte MoncriefD. Moncrief,JAX@IND,18.00,0,0,0,0,0,0,0,0,0,0,3,98,1,0,0,0,10
Tyler LockettT. Lockett,SEA@LA,18.00,0,0,0,0,0,0,1,18,0,0,5,67,1,0,0,0,10
Chris GodwinC. Godwin,WAS@TB,17.00,0,0,0,0,0,0,0,0,0,0,7,103,0,0,0,0,10
Keenan AllenK. Allen,LAC@OAK,17.00,0,0,0,0,0,0,0,0,0,0,6,57,1,0,0,0,10
Josh DoctsonJ. Doctson,WAS@TB,14.00,0,0,0,0,0,0,0,0,0,0,4,46,1,0,0,0,10
Danny AmendolaD. Amendola,MIA@GB,14.00,0,0,0,0,0,0,0,0,0,0,7,72,0,0,0,0,10
Robert WoodsR. Woods,SEA@LA,13.00,0,0,0,0,0,0,3,17,0,0,4,89,0,0,0,0,10
Robert FosterR. Foster,BUF@NYJ,13.00,0,0,0,0,0,0,0,0,0,0,3,105,0,0,0,0,10
Amari CooperA. Cooper,DAL@PHI,13.00,0,0,0,0,0,0,0,0,0,0,6,75,0,0,0,0,10
Nelson AgholorN. Agholor,DAL@PHI,13.00,0,0,0,0,0,0,0,0,0,0,5,83,0,0,0,0,10
Josh GordonJ. Gordon,NE@TEN,12.00,0,0,0,0,0,0,0,0,0,0,4,81,0,0,0,0,10
John RossJ. Ross,NO@CIN,11.00,0,0,0,0,0,0,0,0,0,0,2,39,1,0,0,0,10
DeSean JacksonD. Jackson,WAS@TB,11.00,0,0,0,0,0,0,0,0,0,0,5,67,0,0,0,0,10
Larry FitzgeraldL. Fitzgerald,ARI@KC,11.00,0,0,0,0,0,0,0,0,0,0,6,50,0,0,0,0,10
Marquez Valdes-ScantlingM. Valdes-Scantling,MIA@GB,10.00,0,0,0,0,0,0,0,0,0,0,6,44,0,0,0,0,10
Sterling ShepardS. Shepard,NYG@SF,10.00,0,0,0,0,0,0,1,27,0,0,2,9,1,0,0,0,10
T.Y. HiltonT. Hilton,JAX@IND,10.00,0,0,0,0,0,0,0,0,0,0,3,77,0,0,0,0,10
Maurice HarrisM. Harris,WAS@TB,10.00,0,0,0,0,0,0,1,4,0,0,5,52,0,0,0,0,10
Marquise GoodwinM. Goodwin,NYG@SF,10.00,0,0,0,0,0,0,0,0,0,0,4,69,0,0,0,0,10
Dede WestbrookD. Westbrook,JAX@IND,9.00,0,0,0,0,0,0,2,13,0,0,5,30,0,0,0,0,10
Mohamed SanuM. Sanu,ATL@CLE,9.00,0,0,0,0,0,0,0,0,0,0,6,47,0,0,1,0,10
DeVante ParkerD. Parker,MIA@GB,9.00,0,0,0,0,0,0,0,0,0,0,5,43,0,0,0,0,10
Rashard HigginsR. Higgins,ATL@CLE,9.00,0,0,0,0,0,0,0,0,0,0,1,28,1,0,0,0,10
Tyler BoydT. Boyd,NO@CIN,9.00,0,0,0,0,0,0,0,0,0,0,3,65,0,0,0,0,10
Tyrell WilliamsT. Williams,LAC@OAK,8.00,0,0,0,0,0,0,0,0,0,0,4,46,0,0,0,0,10
Brandon LaFellB. LaFell,LAC@OAK,8.00,0,0,0,0,0,0,0,0,0,0,4,47,0,0,0,0,10
Cooper KuppC. Kupp,SEA@LA,8.00,0,0,0,0,0,0,0,0,0,0,5,39,0,0,0,0,10
Marvin JonesM. Jones,DET@CHI,8.00,0,0,0,0,0,0,0,0,0,0,3,55,0,0,0,0,10
Alshon JefferyA. Jeffery,DAL@PHI,8.00,0,0,0,0,0,0,0,0,0,0,4,48,0,0,0,0,10
Dontrelle InmanD. Inman,JAX@IND,8.00,0,0,0,0,0,0,0,0,0,0,4,41,0,0,0,0,10
Mike EvansM. Evans,WAS@TB,8.00,0,0,0,0,0,0,0,0,0,0,3,51,0,0,0,0,10
Doug BaldwinD. Baldwin,SEA@LA,8.00,0,0,0,0,0,0,0,0,0,0,5,39,0,0,0,0,10
Jordan MatthewsJ. Matthews,DAL@PHI,7.00,0,0,0,0,0,0,0,0,0,0,3,40,0,0,0,0,10
Adam HumphriesA. Humphries,WAS@TB,7.00,0,0,0,0,0,0,0,0,0,0,2,53,0,0,0,0,10
Kendrick BourneK. Bourne,NYG@SF,7.00,0,0,0,0,0,0,0,0,0,0,4,33,0,0,0,0,10
Cole BeasleyC. Beasley,DAL@PHI,7.00,0,0,0,0,0,0,0,0,0,0,4,37,0,0,0,0,10
Demarcus RobinsonD. Robinson,ARI@KC,6.00,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0,10
Seth RobertsS. Roberts,LAC@OAK,6.00,0,0,0,0,0,0,0,0,0,0,3,39,0,0,0,0,10
Calvin RidleyC. Ridley,ATL@CLE,6.00,0,0,0,0,0,0,1,3,0,0,3,37,0,0,0,0,10
D.J. MooreD. Moore,CAR@PIT,6.00,0,0,0,0,0,0,1,5,0,0,4,20,0,0,0,0,10
Keith KirkwoodK. Kirkwood,NO@CIN,6.00,0,0,0,0,0,0,0,0,0,0,2,45,0,0,0,0,10
Allen HurnsA. Hurns,DAL@PHI,6.00,0,0,0,0,0,0,0,0,0,0,2,40,0,0,0,0,10
Devin FunchessD. Funchess,CAR@PIT,6.00,0,0,0,0,0,0,0,0,0,0,3,32,0,0,0,0,10
Jarius WrightJ. Wright,CAR@PIT,5.00,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,0,10
Ryan SwitzerR. Switzer,CAR@PIT,5.00,0,0,0,0,0,0,0,0,0,0,2,31,0,0,0,0,10
Dante PettisD. Pettis,NYG@SF,5.00,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,10
Breshad PerrimanB. Perriman,ATL@CLE,5.00,0,0,0,0,0,0,0,0,0,0,2,33,0,0,0,0,10
Isaiah McKenzieI. McKenzie,BUF@NYJ,5.00,0,0,0,0,0,0,3,32,0,0,1,14,0,0,0,0,10
Michael GallupM. Gallup,DAL@PHI,5.00,0,0,0,0,0,0,0,0,0,0,2,34,0,0,0,0,10
Quincy EnunwaQ. Enunwa,BUF@NYJ,5.00,0,0,0,0,0,0,0,0,0,0,4,18,0,0,0,0,10
Antonio CallawayA. Callaway,ATL@CLE,5.00,0,0,0,0,0,0,0,0,0,0,2,39,0,0,0,0,10
Cameron BatsonC. Batson,NE@TEN,5.00,0,0,0,0,0,0,0,0,0,0,2,36,0,0,0,0,10
Kenny StillsK. Stills,MIA@GB,4.00,0,0,0,0,0,0,0,0,0,0,2,26,0,0,0,0,10
Curtis SamuelC. Samuel,CAR@PIT,4.00,0,0,0,0,0,0,1,1,0,0,4,18,0,0,1,0,10
Jarvis LandryJ. Landry,ATL@CLE,4.00,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0,10
Leonte CarrooL. Carroo,MIA@GB,4.00,0,0,0,0,0,0,1,14,0,0,1,20,0,0,0,0,10
Austin CarrA. Carr,NO@CIN,4.00,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0,10
Martavis BryantM. Bryant,LAC@OAK,4.00,0,0,0,0,0,0,1,2,0,0,3,17,0,0,0,0,10
Dan ArnoldD. Arnold,NO@CIN,4.00,0,0,0,0,0,0,0,0,0,0,2,25,0,0,0,0,10
Golden TateG. Tate,DAL@PHI,3.00,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0,10
Jermaine KearseJ. Kearse,BUF@NYJ,3.00,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,10
Andre HolmesA. Holmes,BUF@NYJ,3.00,0,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0,10
Michael FloydM. Floyd,WAS@TB,3.00,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,10
Phillip DorsettP. Dorsett,NE@TEN,3.00,0,0,0,0,0,0,0,0,0,0,2,18,0,0,0,0,10
Cody CoreC. Core,NO@CIN,3.00,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,10
Chris ConleyC. Conley,ARI@KC,3.00,0,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0,10
Trent TaylorT. Taylor,NYG@SF,2.00,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,10
Equanimeous St. BrownE. St. Brown,MIA@GB,2.00,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,10
Charone PeakeC. Peake,BUF@NYJ,2.00,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,10
David MooreD. Moore,SEA@LA,2.00,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,10
Christian KirkC. Kirk,ARI@KC,2.00,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,10
T.J. JonesT. Jones,DET@CHI,2.00,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,10
Marvin HallM. Hall,ATL@CLE,2.00,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,10
Corey ColemanC. Coleman,NYG@SF,2.00,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,10
Brandon PowellB. Powell,DET@CHI,1.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,10
Cordarrelle PattersonC. Patterson,NE@TEN,1.00,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,10
Darius JenningsD. Jennings,NE@TEN,1.00,1,1,21,0,0,0,0,0,0,0,1,0,0,0,0,0,10
Darrius Heyward-BeyD. Heyward-Bey,CAR@PIT,1.00,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,10
Dwayne HarrisD. Harris,LAC@OAK,1.00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10
Justin HardyJ. Hardy,ATL@CLE,1.00,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,10
Rashad GreeneR. Greene,JAX@IND,1.00,0,0,0,0,0,0,0,0,0,0,1,11,0,0,1,0,10
Ryan GrantR. Grant,JAX@IND,1.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,10
Derek CarrierD. Carrier,LAC@OAK,1.00,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,10
Mike WilliamsM. Williams,LAC@OAK,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
Chester RogersC. Rogers,JAX@IND,0.00,0,0,0,0,0,0,1,-4,0,0,0,0,0,0,0,0,10
J.J. NelsonJ. Nelson,ARI@KC,0.00,0,0,0,0,0,0,1,-10,0,0,0,0,0,0,0,0,10
Travis BenjaminT. Benjamin,LAC@OAK,0.00,0,0,0,0,0,0,1,-2,0,0,0,0,0,0,0,0,10
Tyreek HillT. Hill,KC@LA,43.00,0,0,0,0,0,0,0,0,0,0,10,215,2,0,0,0,11
T.Y. HiltonT. Hilton,TEN@IND,36.00,0,0,0,0,0,0,0,0,0,0,9,155,2,0,0,0,11
Tre'Quan SmithT. Smith,PHI@NO,31.00,0,0,0,0,0,0,0,0,0,0,10,157,1,0,0,0,11
Stefon DiggsS. Diggs,MIN@CHI,31.00,0,0,0,0,0,0,0,0,0,0,13,126,1,0,0,0,11
Mike EvansM. Evans,TB@NYG,30.00,0,0,0,0,0,0,0,0,0,0,6,120,1,0,0,1,11
D.J. MooreD. Moore,CAR@DET,28.00,0,0,0,0,0,0,0,0,0,0,7,157,1,0,0,0,11
Chris ConleyC. Conley,KC@LA,26.00,0,0,0,0,0,0,0,0,0,0,7,74,2,0,0,0,11
Davante AdamsD. Adams,GB@SEA,26.00,0,0,0,0,0,0,0,0,0,0,10,166,0,0,0,0,11
Kenny GolladayK. Golladay,CAR@DET,25.00,0,0,0,0,0,0,0,0,0,0,8,113,1,0,0,0,11
Julio JonesJ. Jones,DAL@ATL,23.00,0,0,0,0,0,0,0,0,0,0,6,118,1,0,0,0,11
Keenan AllenK. Allen,DEN@LAC,23.00,0,0,0,0,0,0,1,1,0,0,9,89,1,0,0,0,11
Antonio BrownA. Brown,PIT@JAX,22.00,0,0,0,0,0,0,0,0,0,0,5,117,1,0,0,0,11
Josh ReynoldsJ. Reynolds,KC@LA,20.00,0,0,0,0,0,0,0,0,0,0,6,80,1,0,0,0,11
Michael ThomasM. Thomas,PHI@NO,19.00,0,0,0,0,0,0,0,0,0,0,4,92,1,0,0,0,11
JuJu Smith-SchusterJ. Smith-Schuster,PIT@JAX,18.00,0,0,0,0,0,0,0,0,0,0,8,104,0,0,0,0,11
Brandin CooksB. Cooks,KC@LA,18.00,0,0,0,0,0,0,1,0,0,0,8,107,0,0,0,0,11
Odell Beckham Jr.O. Beckham,TB@NYG,18.00,0,0,0,0,0,0,1,11,0,0,4,74,1,0,0,0,11
Doug BaldwinD. Baldwin,GB@SEA,18.00,0,0,0,0,0,0,0,0,0,0,7,52,1,0,0,0,11
Robert WoodsR. Woods,KC@LA,17.00,0,0,0,0,0,0,0,0,0,0,4,72,1,0,0,0,11
Curtis SamuelC. Samuel,CAR@DET,16.00,0,0,0,0,0,0,0,0,0,0,5,55,1,0,0,0,11
Christian KirkC. Kirk,OAK@ARI,16.00,0,0,0,0,0,0,0,0,0,0,3,77,1,0,0,0,11
Larry FitzgeraldL. Fitzgerald,OAK@ARI,16.00,0,0,0,0,0,0,0,0,0,0,2,23,2,0,0,0,11
Adam ThielenA. Thielen,MIN@CHI,15.00,0,0,0,0,0,0,0,0,0,0,7,66,0,1,0,0,11
Adam HumphriesA. Humphries,TB@NYG,15.00,0,0,0,0,0,0,0,0,0,0,3,60,1,0,0,0,11
DeAndre HopkinsD. Hopkins,HOU@WAS,15.00,0,0,0,0,0,0,0,0,0,0,5,56,1,0,1,0,11
Tajae SharpeT. Sharpe,TEN@IND,14.00,0,0,0,0,0,0,0,0,0,0,5,37,1,0,0,0,11
Dontrelle InmanD. Inman,TEN@IND,13.00,0,0,0,0,0,0,0,0,0,0,4,34,1,0,0,0,11
Taylor GabrielT. Gabriel,MIN@CHI,13.00,0,0,0,0,0,0,2,17,0,0,7,52,0,0,0,0,11
Tyler LockettT. Lockett,GB@SEA,12.00,0,0,0,0,0,0,1,1,0,0,5,71,0,0,0,0,11
Keke CouteeK. Coutee,HOU@WAS,12.00,0,0,0,0,0,0,0,0,0,0,5,77,0,0,0,0,11
Bruce EllingtonB. Ellington,CAR@DET,11.00,0,0,0,0,0,0,0,0,0,0,6,52,0,0,0,0,11
Tyler BoydT. Boyd,CIN@BAL,11.00,1,0,0,0,0,0,0,0,0,0,4,71,0,0,0,0,11
Courtland SuttonC. Sutton,DEN@LAC,10.00,0,0,0,0,0,0,0,0,0,0,3,78,0,0,0,0,11
Willie SneadW. Snead,CIN@BAL,10.00,0,0,0,0,0,0,0,0,0,0,5,51,0,0,0,0,11
John RossJ. Ross,CIN@BAL,10.00,0,0,0,0,0,0,0,0,0,0,2,27,1,0,0,0,11
Aldrick RobinsonA. Robinson,MIN@CHI,10.00,0,0,0,0,0,0,0,0,0,0,2,24,1,0,0,0,11
Anthony MillerA. Miller,MIN@CHI,10.00,0,0,0,0,0,0,1,-1,0,0,2,25,1,0,0,0,11
Brandon LaFellB. LaFell,OAK@ARI,10.00,0,0,0,0,0,0,0,0,0,0,2,29,1,0,0,0,11
Cole BeasleyC. Beasley,DAL@ATL,10.00,0,0,0,0,0,0,0,0,0,0,5,51,0,0,0,0,11
Golden TateG. Tate,PHI@NO,9.00,0,0,0,0,0,0,1,-8,0,0,5,48,0,0,0,0,11
Mohamed SanuM. Sanu,DAL@ATL,9.00,0,0,0,0,0,0,1,3,0,0,4,56,0,0,0,0,11
Emmanuel SandersE. Sanders,DEN@LAC,9.00,0,0,0,0,0,0,1,6,0,0,4,56,0,0,0,0,11
David MooreD. Moore,GB@SEA,9.00,0,0,0,0,0,0,0,0,0,0,4,57,0,0,0,0,11
Marcell AtemanM. Ateman,OAK@ARI,9.00,0,0,0,0,0,0,0,0,0,0,4,50,0,0,0,0,11
Trey QuinnT. Quinn,HOU@WAS,8.00,0,0,0,0,0,0,1,0,0,0,4,49,0,0,0,0,11
Chris GodwinC. Godwin,TB@NYG,8.00,0,0,0,0,0,0,0,0,0,0,3,50,0,0,0,0,11
Jarius WrightJ. Wright,CAR@DET,7.00,0,0,0,0,0,0,0,0,0,0,3,40,0,0,0,0,11
Mike WilliamsM. Williams,DEN@LAC,7.00,0,0,0,0,0,0,0,0,0,0,2,56,0,0,0,0,11
Seth RobertsS. Roberts,OAK@ARI,7.00,0,0,0,0,0,0,0,0,0,0,4,38,0,0,0,0,11
Alshon JefferyA. Jeffery,PHI@NO,7.00,0,0,0,0,0,0,0,0,0,0,4,33,0,0,0,0,11
DeSean JacksonD. Jackson,TB@NYG,7.00,0,0,0,0,0,0,0,0,0,0,4,38,0,0,0,0,11
Austin CarrA. Carr,PHI@NO,7.00,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,11
Allen RobinsonA. Robinson,MIN@CHI,6.00,0,0,0,0,0,0,0,0,0,0,3,39,0,0,0,0,11
Calvin RidleyC. Ridley,DAL@ATL,6.00,0,0,0,0,0,0,1,5,0,0,3,32,0,0,0,0,11
Jordan MatthewsJ. Matthews,PHI@NO,6.00,0,0,0,0,0,0,0,0,0,0,3,37,0,0,0,0,11
Keith KirkwoodK. Kirkwood,PHI@NO,6.00,0,0,0,0,0,0,0,0,0,0,3,33,0,0,0,0,11
Josh DoctsonJ. Doctson,HOU@WAS,6.00,0,0,0,0,0,0,0,0,0,0,3,32,0,0,0,0,11
Amari CooperA. Cooper,DAL@ATL,6.00,0,0,0,0,0,0,0,0,0,0,3,36,0,0,0,0,11
Ryan SwitzerR. Switzer,PIT@JAX,5.00,0,0,0,0,0,0,0,0,0,0,3,28,0,0,0,0,11
Devin FunchessD. Funchess,CAR@DET,5.00,0,0,0,0,0,0,0,0,0,0,2,39,0,0,0,0,11
