player,game,pts,p_att,p_cmp,p_yds,p_td,p_int,p_2pts,rush_att,rush_yds,rush_td,rush_2pts,receptions,rec_yds,rec_td,rec_2pts,fumbles,fumble_td,week
John BrownJ. Brown,NO@BAL,26.00,0,0,0,0,0,0,0,0,0,0,7,134,1,0,0,0,7
Jarvis LandryJ. Landry,CLE@TB,25.00,0,0,0,0,0,0,0,0,0,0,10,97,1,0,0,0,7
Tyrell WilliamsT. Williams,TEN@LAC,21.00,0,0,0,0,0,0,0,0,0,0,4,118,1,0,0,0,7
Sterling ShepardS. Shepard,NYG@ATL,21.00,0,0,0,0,0,0,0,0,0,0,5,167,0,0,0,0,7
Alshon JefferyA. Jeffery,CAR@PHI,21.00,0,0,0,0,0,0,0,0,0,0,7,88,1,0,0,0,7
Danny AmendolaD. Amendola,DET@MIA,20.00,0,0,0,0,0,0,0,0,0,0,6,84,1,0,0,0,7
Michael ThomasM. Thomas,NO@BAL,19.00,0,0,0,0,0,0,0,0,0,0,7,69,1,0,0,0,7
Tyreek HillT. Hill,CIN@KC,19.00,0,0,0,0,0,0,2,8,0,0,7,68,1,0,0,0,7
Julio JonesJ. Jones,NYG@ATL,18.00,0,0,0,0,0,0,0,0,0,0,9,104,0,0,1,0,7
T.Y. HiltonT. Hilton,BUF@IND,18.00,0,0,0,0,0,0,0,0,0,0,4,25,2,0,0,0,7
A.J. GreenA. Green,CIN@KC,18.00,0,0,0,0,0,0,0,0,0,0,7,117,0,0,0,0,7
Devin FunchessD. Funchess,CAR@PHI,18.00,0,0,0,0,0,0,0,0,0,0,6,62,1,0,0,0,7
Tajae SharpeT. Sharpe,TEN@LAC,17.00,0,0,0,0,0,0,0,0,0,0,7,101,0,0,0,0,7
Michael GallupM. Gallup,DAL@WAS,17.00,0,0,0,0,0,0,0,0,0,0,3,81,1,0,0,0,7
Mike EvansM. Evans,CLE@TB,17.00,0,0,0,0,0,0,0,0,0,0,7,107,0,0,0,0,7
Brandin CooksB. Cooks,LA@SF,16.00,0,0,0,0,0,0,1,7,0,0,4,64,1,0,0,0,7
Marvin HallM. Hall,NYG@ATL,15.00,0,0,0,0,0,0,0,0,0,0,3,63,1,0,0,0,7
Donte MoncriefD. Moncrief,HOU@JAX,14.00,0,0,0,0,0,0,0,0,0,0,7,76,0,0,0,0,7
DeAndre HopkinsD. Hopkins,HOU@JAX,14.00,0,0,0,0,0,0,0,0,0,0,3,50,1,0,0,0,7
Josh GordonJ. Gordon,NE@CHI,14.00,0,0,0,0,0,0,0,0,0,0,4,100,0,0,0,0,7
Larry FitzgeraldL. Fitzgerald,DEN@ARI,14.00,0,0,0,0,0,0,0,0,0,0,4,40,1,0,0,0,7
Julian EdelmanJ. Edelman,NE@CHI,14.00,0,0,0,0,0,0,0,0,0,0,5,36,1,0,0,0,7
Robert WoodsR. Woods,LA@SF,12.00,0,0,0,0,0,0,1,6,0,0,5,78,0,0,0,0,7
Mike WilliamsM. Williams,TEN@LAC,12.00,0,0,0,0,0,0,1,3,0,0,1,55,1,0,0,0,7
Allen HurnsA. Hurns,DAL@WAS,12.00,0,0,0,0,0,0,0,0,0,0,5,74,0,0,0,0,7
Chris HoganC. Hogan,NE@CHI,12.00,0,0,0,0,0,0,0,0,0,0,6,63,0,0,0,0,7
Will FullerW. Fuller,HOU@JAX,12.00,0,0,0,0,0,0,0,0,0,0,6,68,0,0,0,0,7
Cole BeasleyC. Beasley,DAL@WAS,12.00,0,0,0,0,0,0,0,0,0,0,7,56,0,0,0,0,7
Keenan AllenK. Allen,TEN@LAC,12.00,0,0,0,0,0,0,0,0,0,0,5,72,0,0,0,0,7
Sammy WatkinsS. Watkins,CIN@KC,11.00,0,0,0,0,0,0,0,0,0,0,4,74,0,0,0,0,7
Stefon DiggsS. Diggs,MIN@NYJ,11.00,0,0,0,0,0,0,2,-7,0,0,8,33,0,0,0,0,7
Michael CrabtreeM. Crabtree,NO@BAL,11.00,0,0,0,0,0,0,0,0,0,0,5,66,0,0,0,0,7
Kelvin BenjaminK. Benjamin,BUF@IND,11.00,0,0,0,0,0,0,0,0,0,0,4,71,0,0,0,0,7
Jarius WrightJ. Wright,CAR@PHI,10.00,0,0,0,0,0,0,1,34,0,0,2,37,0,1,0,0,7
Golden TateG. Tate,DET@MIA,10.00,0,0,0,0,0,0,1,30,0,0,4,36,0,0,0,0,7
Torrey SmithT. Smith,CAR@PHI,10.00,0,0,0,0,0,0,0,0,0,0,4,61,0,0,0,0,7
Aldrick RobinsonA. Robinson,MIN@NYJ,10.00,0,0,0,0,0,0,0,0,0,0,1,34,1,0,0,0,7
DeSean JacksonD. Jackson,CLE@TB,10.00,0,0,0,0,0,0,2,8,1,0,2,25,0,0,0,0,7
Chris GodwinC. Godwin,CLE@TB,10.00,0,0,0,0,0,0,0,0,0,0,5,59,0,0,0,0,7
Demaryius ThomasD. Thomas,DEN@ARI,9.00,0,0,0,0,0,0,0,0,0,0,5,42,0,0,0,0,7
Courtland SuttonC. Sutton,DEN@ARI,9.00,0,0,0,0,0,0,0,0,0,0,1,28,1,0,0,0,7
Calvin RidleyC. Ridley,NYG@ATL,9.00,0,0,0,0,0,0,0,0,0,0,5,43,0,0,0,0,7
Kevin WhiteK. White,NE@CHI,8.00,0,0,0,0,0,0,0,0,0,0,2,64,0,0,0,0,7
Curtis SamuelC. Samuel,CAR@PHI,8.00,0,0,0,0,0,0,2,9,1,0,1,16,0,0,0,0,7
Chester RogersC. Rogers,BUF@IND,8.00,0,0,0,0,0,0,0,0,0,0,4,40,0,0,0,0,7
Christian KirkC. Kirk,DEN@ARI,8.00,0,0,0,0,0,0,0,0,0,0,3,57,0,0,0,0,7
Nelson AgholorN. Agholor,CAR@PHI,8.00,0,0,0,0,0,0,0,0,0,0,6,20,0,0,0,0,7
Chad WilliamsC. Williams,DEN@ARI,7.00,0,0,0,0,0,0,0,0,0,0,4,34,0,0,0,0,7
Kenny StillsK. Stills,DET@MIA,7.00,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,7
Tre'Quan SmithT. Smith,NO@BAL,7.00,0,0,0,0,0,0,0,0,0,0,3,44,0,0,0,0,7
Adam HumphriesA. Humphries,CLE@TB,7.00,0,0,0,0,0,0,0,0,0,0,4,37,0,0,0,0,7
Josh DoctsonJ. Doctson,DAL@WAS,7.00,0,0,0,0,0,0,0,0,0,0,3,42,0,0,0,0,7
D.J. CharkD. Chark,HOU@JAX,7.00,0,0,0,0,0,0,0,0,0,0,4,31,0,0,0,0,7
Robby AndersonR. Anderson,MIN@NYJ,7.00,0,0,0,0,0,0,0,0,0,0,3,44,0,0,0,0,7
Albert WilsonA. Wilson,DET@MIA,6.00,0,0,0,0,0,0,2,4,0,0,3,32,0,0,0,0,7
Willie SneadW. Snead,NO@BAL,6.00,0,0,0,0,0,0,1,13,0,0,3,23,0,0,0,0,7
Cody CoreC. Core,CIN@KC,6.00,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0,7
Dede WestbrookD. Westbrook,HOU@JAX,5.00,0,0,0,0,0,0,0,0,0,0,4,17,0,0,0,0,7
Damion RatleyD. Ratley,CLE@TB,5.00,0,0,0,0,0,0,0,0,0,0,3,23,0,0,0,0,7
D.J. MooreD. Moore,CAR@PHI,5.00,0,0,0,0,0,0,0,0,0,0,3,29,0,0,0,0,7
Anthony MillerA. Miller,NE@CHI,5.00,0,0,0,0,0,0,0,0,0,0,2,35,0,0,0,0,7
Zay JonesZ. Jones,BUF@IND,5.00,0,0,0,0,0,0,0,0,0,0,3,27,0,0,0,0,7
Marvin JonesM. Jones,DET@MIA,5.00,0,0,0,0,0,0,0,0,0,0,3,29,0,0,0,0,7
Maurice HarrisM. Harris,DAL@WAS,5.00,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,0,7
Jakeem GrantJ. Grant,DET@MIA,5.00,0,0,0,0,0,0,0,0,0,0,2,32,0,0,0,0,7
Kenny GolladayK. Golladay,DET@MIA,5.00,0,0,0,0,0,0,0,0,0,0,2,37,0,0,0,0,7
Taylor GabrielT. Gabriel,NE@CHI,5.00,0,0,0,0,0,0,1,0,0,0,3,26,0,0,0,0,7
Tyler BoydT. Boyd,CIN@KC,5.00,0,0,0,0,0,0,0,0,0,0,3,27,0,0,0,0,7
Dan ArnoldD. Arnold,NO@BAL,5.00,0,0,0,0,0,0,0,0,0,0,2,35,0,0,0,0,7
Laquon TreadwellL. Treadwell,MIN@NYJ,4.00,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,7
Mohamed SanuM. Sanu,NYG@ATL,4.00,0,0,0,0,0,0,0,0,0,0,2,21,0,0,0,0,7
Andre RobertsA. Roberts,MIN@NYJ,4.00,0,0,0,0,0,0,0,0,0,0,2,21,0,0,0,0,7
Justin HardyJ. Hardy,NYG@ATL,4.00,0,0,0,0,0,0,0,0,0,0,2,24,0,0,0,0,7
Marquise GoodwinM. Goodwin,LA@SF,4.00,0,0,0,0,0,0,0,0,0,0,2,24,0,0,0,0,7
Corey DavisC. Davis,TEN@LAC,4.00,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,7
Keelan ColeK. Cole,HOU@JAX,4.00,0,0,0,0,0,0,0,0,0,0,2,21,0,0,0,0,7
Brandon ZylstraB. Zylstra,MIN@NYJ,3.00,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0,7
Nick WilliamsN. Williams,LA@SF,3.00,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,7
Demarcus RobinsonD. Robinson,CIN@KC,3.00,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,7
T.J. JonesT. Jones,DET@MIA,3.00,0,0,0,0,0,0,0,0,0,0,1,26,0,0,0,0,7
Michael FloydM. Floyd,DAL@WAS,3.00,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,7
Josh ReynoldsJ. Reynolds,LA@SF,2.00,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,7
J.J. NelsonJ. Nelson,DEN@ARI,2.00,0,0,0,0,0,0,1,7,0,0,2,8,0,0,0,0,7
Chris MooreC. Moore,NO@BAL,2.00,0,0,0,0,0,0,1,9,0,0,1,14,0,0,0,0,7
Andre HolmesA. Holmes,BUF@IND,2.00,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,7
Bennie FowlerB. Fowler,NYG@ATL,2.00,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,7
Antonio CallawayA. Callaway,CLE@TB,2.00,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,7
Travis BenjaminT. Benjamin,TEN@LAC,2.00,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,7
Trent TaylorT. Taylor,LA@SF,1.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,7
Taywan TaylorT. Taylor,TEN@LAC,1.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,7
Allen RobinsonA. Robinson,NE@CHI,1.00,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,7
Breshad PerrimanB. Perriman,CLE@TB,1.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,7
Rashad GreeneR. Greene,HOU@JAX,1.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,7
Pierre GarconP. Garcon,LA@SF,1.00,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,7
Alex EricksonA. Erickson,CIN@KC,1.00,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,7
Phillip DorsettP. Dorsett,NE@CHI,1.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,7
Keke CouteeK. Coutee,HOU@JAX,1.00,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,7
Chris ConleyC. Conley,CIN@KC,1.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,7
Damiere ByrdD. Byrd,CAR@PHI,1.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,7
Deontay BurnettD. Burnett,MIN@NYJ,1.00,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,7
Cameron BatsonC. Batson,TEN@LAC,1.00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
Cordarrelle PattersonC. Patterson,NE@CHI,-1.00,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,7
Sammy WatkinsS. Watkins,DEN@KC,30.00,0,0,0,0,0,0,0,0,0,0,8,107,2,0,0,0,8
Marvin JonesM. Jones,SEA@DET,30.00,0,0,0,0,0,0,0,0,0,0,7,117,2,0,0,0,8
Mike EvansM. Evans,TB@CIN,29.00,0,0,0,0,0,0,0,0,0,0,6,179,1,0,0,0,8
Tyler BoydT. Boyd,TB@CIN,28.00,0,0,0,0,0,0,1,-2,0,0,9,138,1,0,0,0,8
Stefon DiggsS. Diggs,NO@MIN,27.00,0,0,0,0,0,0,0,0,0,0,10,119,1,0,0,0,8
DeAndre HopkinsD. Hopkins,MIA@HOU,26.00,0,0,0,0,0,0,0,0,0,0,6,82,2,0,0,0,8
Larry FitzgeraldL. Fitzgerald,SF@ARI,26.00,0,0,0,0,0,0,0,0,0,0,8,102,1,1,0,0,8
Antonio BrownA. Brown,CLE@PIT,25.00,0,0,0,0,0,0,0,0,0,0,6,74,2,0,0,0,8
Adam ThielenA. Thielen,NO@MIN,23.00,0,0,0,0,0,0,1,15,0,0,7,103,1,0,1,0,8
Will FullerW. Fuller,MIA@HOU,23.00,0,0,0,0,0,0,0,0,0,0,5,124,1,0,0,0,8
Odell Beckham Jr.O. Beckham,WAS@NYG,21.00,0,0,0,0,0,0,0,0,0,0,8,136,0,0,0,0,8
Julian EdelmanJ. Edelman,NE@BUF,20.00,0,0,0,0,0,0,2,13,0,0,9,104,0,0,0,0,8
Josh ReynoldsJ. Reynolds,GB@LA,19.00,0,0,0,0,0,0,1,-2,0,0,3,42,2,0,0,0,8
DeVante ParkerD. Parker,MIA@HOU,19.00,0,0,0,0,0,0,0,0,0,0,6,134,0,0,0,0,8
David MooreD. Moore,SEA@DET,19.00,0,0,0,0,0,0,0,0,0,0,4,97,1,0,0,0,8
A.J. GreenA. Green,TB@CIN,18.00,0,0,0,0,0,0,0,0,0,0,5,76,1,0,0,0,8
Davante AdamsD. Adams,GB@LA,18.00,0,0,0,0,0,0,0,0,0,0,5,133,0,0,0,0,8
D.J. MooreD. Moore,BAL@CAR,17.00,0,0,0,0,0,0,2,39,0,0,5,90,0,0,0,0,8
Danny AmendolaD. Amendola,MIA@HOU,16.00,1,1,28,1,0,0,0,0,0,0,5,43,0,0,0,0,8
DeSean JacksonD. Jackson,TB@CIN,15.00,0,0,0,0,0,0,1,4,0,0,3,68,1,0,0,0,8
Adam HumphriesA. Humphries,TB@CIN,14.00,0,0,0,0,0,0,0,0,0,0,7,76,0,0,0,0,8
Antonio CallawayA. Callaway,CLE@PIT,14.00,0,0,0,0,0,0,0,0,0,0,5,36,1,0,0,0,8
Kendrick BourneK. Bourne,SF@ARI,14.00,0,0,0,0,0,0,0,0,0,0,7,71,0,0,0,0,8
Michael ThomasM. Thomas,NO@MIN,13.00,0,0,0,0,0,0,0,0,0,0,5,81,0,0,0,0,8
Jordan MatthewsJ. Matthews,PHI@JAX,13.00,0,0,0,0,0,0,0,0,0,0,4,93,0,0,0,0,8
Christian KirkC. Kirk,SF@ARI,13.00,0,0,0,0,0,0,0,0,0,0,3,42,1,0,0,0,8
Robert WoodsR. Woods,GB@LA,12.00,0,0,0,0,0,0,0,0,0,0,5,70,0,0,0,0,8
Marquez Valdes-ScantlingM. Valdes-Scantling,GB@LA,12.00,0,0,0,0,0,0,0,0,0,0,2,45,1,0,0,0,8
Golden TateG. Tate,SEA@DET,12.00,0,0,0,0,0,0,1,3,0,0,7,50,0,0,0,0,8
Seth RobertsS. Roberts,IND@OAK,12.00,0,0,0,0,0,0,0,0,0,0,2,42,1,0,0,0,8
Anthony MillerA. Miller,NYJ@CHI,12.00,0,0,0,0,0,0,1,7,0,0,3,37,1,0,0,0,8
Tyler LockettT. Lockett,SEA@DET,12.00,0,0,0,0,0,0,2,13,0,0,2,34,1,0,0,0,8
Brandon LaFellB. LaFell,IND@OAK,12.00,0,0,0,0,0,0,0,0,0,0,3,39,1,0,0,0,8
Marquise GoodwinM. Goodwin,SF@ARI,12.00,0,0,0,0,0,0,0,0,0,0,1,55,1,0,0,0,8
Dede WestbrookD. Westbrook,PHI@JAX,11.00,0,0,0,0,0,0,1,9,0,0,2,31,1,0,0,0,8
Jarvis LandryJ. Landry,CLE@PIT,11.00,0,0,0,0,0,0,0,0,0,0,8,39,0,0,0,0,8
Zay JonesZ. Jones,NE@BUF,11.00,0,0,0,0,0,0,0,0,0,0,6,55,0,0,0,0,8
Dontrelle InmanD. Inman,IND@OAK,11.00,0,0,0,0,0,0,0,0,0,0,6,52,0,0,0,0,8
Courtland SuttonC. Sutton,DEN@KC,10.00,0,0,0,0,0,0,0,0,0,0,3,78,0,0,0,0,8
Willie SneadW. Snead,BAL@CAR,10.00,0,0,0,0,0,0,0,0,0,0,5,54,0,0,0,0,8
Tim PatrickT. Patrick,DEN@KC,10.00,0,0,0,0,0,0,1,13,0,0,1,24,1,0,0,0,8
Tyreek HillT. Hill,DEN@KC,10.00,0,0,0,0,0,0,0,0,0,0,3,70,0,0,0,0,8
Seth DevalveS. Devalve,CLE@PIT,10.00,0,0,0,0,0,0,0,0,0,0,2,28,1,0,0,0,8
Brandin CooksB. Cooks,GB@LA,10.00,0,0,0,0,0,0,2,9,0,0,3,74,0,0,0,0,8
Deontay BurnettD. Burnett,NYJ@CHI,10.00,0,0,0,0,0,0,0,0,0,0,4,61,0,0,0,0,8
Emmanuel SandersE. Sanders,DEN@KC,9.00,0,0,0,0,0,0,1,-6,0,0,4,57,0,0,0,0,8
Donte MoncriefD. Moncrief,PHI@JAX,9.00,0,0,0,0,0,0,0,0,0,0,4,54,0,0,0,0,8
Taylor GabrielT. Gabriel,NYJ@CHI,9.00,0,0,0,0,0,0,0,0,0,0,4,52,0,0,0,0,8
Josh DoctsonJ. Doctson,WAS@NYG,9.00,0,0,0,0,0,0,0,0,0,0,5,49,0,0,0,0,8
Josh GordonJ. Gordon,NE@BUF,8.00,0,0,0,0,0,0,0,0,0,0,4,42,0,0,0,0,8
Bennie FowlerB. Fowler,WAS@NYG,8.00,0,0,0,0,0,0,0,0,0,0,4,48,0,0,0,0,8
Randall CobbR. Cobb,GB@LA,8.00,0,0,0,0,0,0,0,0,0,0,4,40,0,0,0,0,8
D.J. CharkD. Chark,PHI@JAX,8.00,0,0,0,0,0,0,0,0,0,0,4,41,0,0,0,0,8
Nelson AgholorN. Agholor,PHI@JAX,8.00,0,0,0,0,0,0,1,14,0,0,3,49,0,0,0,0,8
JuJu Smith-SchusterJ. Smith-Schuster,CLE@PIT,7.00,0,0,0,0,0,0,0,0,0,0,4,33,0,0,0,0,8
Sterling ShepardS. Shepard,WAS@NYG,7.00,0,0,0,0,0,0,0,0,0,0,4,34,0,0,0,0,8
Alshon JefferyA. Jeffery,PHI@JAX,7.00,0,0,0,0,0,0,0,0,0,0,4,35,0,0,0,0,8
Jakeem GrantJ. Grant,MIA@HOU,7.00,0,0,0,0,0,0,0,0,0,0,4,36,0,0,0,0,8
Chris GodwinC. Godwin,TB@CIN,7.00,0,0,0,0,0,0,0,0,0,0,2,32,0,1,0,0,8
Josh BellamyJ. Bellamy,NYJ@CHI,7.00,0,0,0,0,0,0,0,0,0,0,4,37,0,0,0,0,8
Demaryius ThomasD. Thomas,DEN@KC,6.00,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0,8
Jermaine KearseJ. Kearse,NYJ@CHI,6.00,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0,8
Andre HolmesA. Holmes,NE@BUF,6.00,0,0,0,0,0,0,0,0,0,0,2,45,0,0,0,0,8
Chris HoganC. Hogan,NE@BUF,6.00,0,0,0,0,0,0,0,0,0,0,2,49,0,0,0,0,8
Michael CrabtreeM. Crabtree,BAL@CAR,6.00,0,0,0,0,0,0,0,0,0,0,3,31,0,0,0,0,8
Kelvin BenjaminK. Benjamin,NE@BUF,6.00,0,0,0,0,0,0,0,0,0,0,2,45,0,0,0,0,8
Laquon TreadwellL. Treadwell,NO@MIN,5.00,0,0,0,0,0,0,0,0,0,0,3,25,0,0,0,0,8
Equanimeous St. BrownE. St. Brown,GB@LA,5.00,0,0,0,0,0,0,0,0,0,0,2,31,0,0,0,0,8
Curtis SamuelC. Samuel,BAL@CAR,5.00,0,0,0,0,0,0,0,0,0,0,3,28,0,0,0,0,8
Paul RichardsonP. Richardson,WAS@NYG,5.00,0,0,0,0,0,0,1,7,0,0,2,34,0,0,0,0,8
Devin FunchessD. Funchess,BAL@CAR,5.00,0,0,0,0,0,0,0,0,0,0,3,27,0,0,0,0,8
John BrownJ. Brown,BAL@CAR,5.00,0,0,0,0,0,0,0,0,0,0,3,28,0,0,0,0,8
Chad WilliamsC. Williams,SF@ARI,4.00,0,0,0,0,0,0,0,0,0,0,2,21,0,0,0,0,8
Tre'Quan SmithT. Smith,NO@MIN,4.00,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,0,8
T.Y. HiltonT. Hilton,IND@OAK,4.00,0,0,0,0,0,0,0,0,0,0,1,34,0,0,0,0,8
Maurice HarrisM. Harris,WAS@NYG,4.00,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0,8
Doug BaldwinD. Baldwin,SEA@DET,4.00,0,0,0,0,0,0,0,0,0,0,2,26,0,0,0,0,8
Damion RatleyD. Ratley,CLE@PIT,3.00,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,8
Cordarrelle PattersonC. Patterson,NE@BUF,3.00,0,0,0,0,0,0,10,38,0,0,0,0,0,0,0,0,8
Chris MooreC. Moore,BAL@CAR,3.00,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0,8
Justin HunterJ. Hunter,CLE@PIT,3.00,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,8
Jarius WrightJ. Wright,BAL@CAR,2.00,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,8
Chester RogersC. Rogers,IND@OAK,2.00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8
Aldrick RobinsonA. Robinson,NO@MIN,2.00,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,8
Charone PeakeC. Peake,NYJ@CHI,2.00,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,8
Jordy NelsonJ. Nelson,IND@OAK,2.00,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,8
Ray Ray McCloudR. McCloud,NE@BUF,2.00,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,8
Kenny GolladayK. Golladay,SEA@DET,2.00,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,8
Keelan ColeK. Cole,PHI@JAX,2.00,0,0,0,0,0,0,0,0,0,0,2,18,0,0,1,0,8
Geronimo AllisonG. Allison,GB@LA,2.00,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,8
Kevin WhiteK. White,NYJ@CHI,1.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,8
Justin WatsonJ. Watson,TB@CIN,1.00,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,8
Trent TaylorT. Taylor,SF@ARI,1.00,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,8
Neal SterlingN. Sterling,NYJ@CHI,1.00,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,8
Demarcus RobinsonD. Robinson,DEN@KC,1.00,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8
Cam PhillipsC. Phillips,NE@BUF,1.00,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,8
Zach PascalZ. Pascal,IND@OAK,1.00,0,0,0,0,0,0,0,0,0,0,1,-4,0,0,0,0,8
Dwayne HarrisD. Harris,IND@OAK,1.00,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,8
Rashad GreeneR. Greene,PHI@JAX,1.00,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,8
Alex EricksonA. Erickson,TB@CIN,1.00,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,8
J.J. NelsonJ. Nelson,SF@ARI,0.00,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,8
Michael ThomasM. Thomas,LA@NO,39.00,0,0,0,0,0,0,0,0,0,0,12,211,1,0,0,0,9
Adam HumphriesA. Humphries,TB@CAR,28.00,0,0,0,0,0,0,1,7,0,0,8,82,2,0,0,0,9
DeAndre HopkinsD. Hopkins,HOU@DEN,26.00,0,0,0,0,0,0,0,0,0,0,10,105,1,0,0,0,9
Julio JonesJ. Jones,ATL@WAS,25.00,0,0,0,0,0,0,0,0,0,0,7,121,1,0,0,0,9
Josh GordonJ. Gordon,GB@NE,24.00,0,0,0,0,0,0,0,0,0,0,5,130,1,0,0,0,9
Brandin CooksB. Cooks,LA@NO,23.00,0,0,0,0,0,0,0,0,0,0,6,114,1,0,0,0,9
Maurice HarrisM. Harris,ATL@WAS,22.00,0,0,0,0,0,0,0,0,0,0,10,124,0,0,0,0,9
Keenan AllenK. Allen,LAC@SEA,20.00,0,0,0,0,0,0,2,28,0,0,6,124,0,0,0,0,9
Curtis SamuelC. Samuel,TB@CAR,19.00,0,0,0,0,0,0,1,33,1,0,2,25,1,0,0,0,9
Calvin RidleyC. Ridley,ATL@WAS,19.00,0,0,0,0,0,0,1,6,0,0,6,71,1,0,0,0,9
Cooper KuppC. Kupp,LA@NO,19.00,0,0,0,0,0,0,0,0,0,0,5,89,1,0,0,0,9
Julian EdelmanJ. Edelman,GB@NE,16.00,1,1,37,0,0,0,2,28,0,0,6,71,0,0,0,0,9
Amari CooperA. Cooper,TEN@DAL,16.00,0,0,0,0,0,0,0,0,0,0,5,58,1,0,0,0,9
Davante AdamsD. Adams,GB@NE,16.00,0,0,0,0,0,0,0,0,0,0,6,40,1,0,0,0,9
Antonio BrownA. Brown,PIT@BAL,15.00,0,0,0,0,0,0,0,0,0,0,5,42,1,0,0,0,9
JuJu Smith-SchusterJ. Smith-Schuster,PIT@BAL,14.00,0,0,0,0,0,0,0,0,0,0,7,78,0,0,0,0,9
Pierre GarconP. Garcon,OAK@SF,14.00,0,0,0,0,0,0,0,0,0,0,3,56,1,0,0,0,9
Marquez Valdes-ScantlingM. Valdes-Scantling,GB@NE,13.00,0,0,0,0,0,0,0,0,0,0,3,101,0,0,0,0,9
Cordarrelle PattersonC. Patterson,GB@NE,13.00,0,0,0,0,0,0,11,61,1,0,1,7,0,0,0,0,9
Robert WoodsR. Woods,LA@NO,12.00,0,0,0,0,0,0,2,4,0,0,5,71,0,0,0,0,9
Adam ThielenA. Thielen,DET@MIN,12.00,0,0,0,0,0,0,1,5,0,0,4,22,1,0,0,0,9
Willie SneadW. Snead,PIT@BAL,12.00,0,0,0,0,0,0,0,0,0,0,7,58,0,0,0,0,9
Marvin JonesM. Jones,DET@MIN,12.00,0,0,0,0,0,0,0,0,0,0,6,66,0,0,0,0,9
Josh DoctsonJ. Doctson,ATL@WAS,12.00,0,0,0,0,0,0,0,0,0,0,3,31,1,0,0,0,9
Sammy WatkinsS. Watkins,KC@CLE,11.00,0,0,0,0,0,0,1,2,0,0,5,62,0,0,0,0,9
Jarvis LandryJ. Landry,KC@CLE,11.00,0,0,0,0,0,0,0,0,0,0,6,50,0,0,0,0,9
Tyreek HillT. Hill,KC@CLE,11.00,0,0,0,0,0,0,2,16,0,0,4,69,0,0,0,0,9
Corey DavisC. Davis,TEN@DAL,11.00,0,0,0,0,0,0,1,4,0,0,6,56,0,0,0,0,9
