player,game,pts,p_att,p_cmp,p_yds,p_td,p_int,p_2pts,rush_att,rush_yds,rush_td,rush_2pts,receptions,rec_yds,rec_td,rec_2pts,fumbles,fumble_td,week
Sterling ShepardS. Shepard,NYG@PHI,26.00,0,0,0,0,0,0,0,0,0,0,7,133,1,0,0,0,3
Doug BaldwinD. Baldwin,SEA@TEN,26.00,0,0,0,0,0,0,0,0,0,0,10,105,1,0,0,0,3
Jordy NelsonJ. Nelson,CIN@GB,23.00,0,0,0,0,0,0,0,0,0,0,6,52,2,0,0,0,3
Chris HoganC. Hogan,HOU@NE,22.00,0,0,0,0,0,0,0,0,0,0,4,68,2,0,0,0,3
Michael ThomasM. Thomas,NO@CAR,21.00,0,0,0,0,0,0,0,0,0,0,7,87,1,0,0,0,3
DeVante ParkerD. Parker,MIA@NYJ,21.00,0,0,0,0,0,0,0,0,0,0,8,76,1,0,0,0,3
Pierre GarconP. Garcon,LA@SF,21.00,0,0,0,0,0,0,0,0,0,0,7,142,0,0,0,0,3
Rishard MatthewsR. Matthews,SEA@TEN,20.00,0,0,0,0,0,0,0,0,0,0,6,87,1,0,0,0,3
Tyreek HillT. Hill,KC@LAC,19.00,0,0,0,0,0,0,3,13,0,0,5,77,1,0,0,0,3
Golden TateG. Tate,ATL@DET,18.00,0,0,0,0,0,0,0,0,0,0,7,58,1,0,0,0,3
DeSean JacksonD. Jackson,TB@MIN,18.00,0,0,0,0,0,0,0,0,0,0,4,84,1,0,0,0,3
Taylor GabrielT. Gabriel,ATL@DET,18.00,0,0,0,0,0,0,0,0,0,0,5,79,1,0,0,0,3
Robby AndersonR. Anderson,MIA@NYJ,18.00,0,0,0,0,0,0,0,0,0,0,3,95,1,0,0,0,3
Geronimo AllisonG. Allison,CIN@GB,18.00,0,0,0,0,0,0,0,0,0,0,6,122,0,0,0,0,3
Brice ButlerB. Butler,DAL@ARI,17.00,0,0,0,0,0,0,0,0,0,0,2,90,1,0,0,0,3
Robert WoodsR. Woods,LA@SF,16.00,0,0,0,0,0,0,0,0,0,0,6,108,0,0,0,0,3
Julio JonesJ. Jones,ATL@DET,16.00,0,0,0,0,0,0,0,0,0,0,7,91,0,0,0,0,3
Demaryius ThomasD. Thomas,DEN@BUF,15.00,0,0,0,0,0,0,0,0,0,0,6,98,0,0,0,0,3
Bruce EllingtonB. Ellington,HOU@NE,15.00,0,0,0,0,0,0,1,-1,0,0,4,59,1,0,0,0,3
Travis BenjaminT. Benjamin,KC@LAC,15.00,0,0,0,0,0,0,1,9,0,0,5,105,0,0,0,0,3
Adam ThielenA. Thielen,TB@MIN,14.00,0,0,0,0,0,0,0,0,0,0,5,98,0,0,0,0,3
Emmanuel SandersE. Sanders,DEN@BUF,14.00,0,0,0,0,0,0,0,0,0,0,7,75,0,0,0,0,3
Brandon MarshallB. Marshall,NYG@PHI,14.00,0,0,0,0,0,0,0,0,0,0,8,66,0,0,0,0,3
DeAndre HopkinsD. Hopkins,HOU@NE,14.00,0,0,0,0,0,0,0,0,0,0,7,76,0,0,0,0,3
Kenny BrittK. Britt,CLE@IND,14.00,0,0,0,0,0,0,0,0,0,0,3,54,1,0,0,0,3
Ted Ginn Jr.T. Ginn,NO@CAR,13.00,0,0,0,0,0,0,1,15,0,0,2,44,1,0,0,0,3
Mike EvansM. Evans,TB@MIN,13.00,0,0,0,0,0,0,0,0,0,0,7,67,0,0,0,0,3
Trent TaylorT. Taylor,LA@SF,12.00,0,0,0,0,0,0,0,0,0,0,3,32,1,0,0,0,3
Mohamed SanuM. Sanu,ATL@DET,12.00,0,0,0,0,0,0,0,0,0,0,4,28,1,0,0,0,3
Adam HumphriesA. Humphries,TB@MIN,12.00,0,0,0,0,0,0,0,0,0,0,6,68,0,0,0,0,3
Josh DoctsonJ. Doctson,OAK@WAS,12.00,0,0,0,0,0,0,0,0,0,0,1,52,1,0,0,0,3
Paul RichardsonP. Richardson,SEA@TEN,11.00,0,0,0,0,0,0,0,0,0,0,2,30,1,0,0,0,3
Allen HurnsA. Hurns,BAL@JAX,11.00,0,0,0,0,0,0,0,0,0,0,3,20,1,0,0,0,3
Keenan AllenK. Allen,KC@LAC,11.00,0,0,0,0,0,0,0,0,0,0,5,61,0,0,0,0,3
Albert WilsonA. Wilson,KC@LAC,10.00,0,0,0,0,0,0,1,-4,0,0,3,18,1,0,0,0,3
Marqise LeeM. Lee,BAL@JAX,10.00,0,0,0,0,0,0,0,0,0,0,4,65,0,0,0,0,3
Jarvis LandryJ. Landry,MIA@NYJ,10.00,0,0,0,0,0,0,0,0,0,0,6,48,0,0,0,0,3
Jamison CrowderJ. Crowder,OAK@WAS,10.00,0,0,0,0,0,0,0,0,0,0,6,52,0,0,1,0,3
Jaron BrownJ. Brown,DAL@ARI,10.00,0,0,0,0,0,0,0,0,0,0,2,27,1,0,0,0,3
Kenny StillsK. Stills,MIA@NYJ,9.00,0,0,0,0,0,0,0,0,0,0,4,51,0,0,0,0,3
Jordan MatthewsJ. Matthews,DEN@BUF,9.00,0,0,0,0,0,0,0,0,0,0,3,61,0,0,0,0,3
Jeremy KerleyJ. Kerley,MIA@NYJ,9.00,0,0,0,0,0,0,0,0,0,0,5,42,0,0,0,0,3
T.J. JonesT. Jones,ATL@DET,9.00,0,0,0,0,0,0,0,0,0,0,3,63,0,0,0,0,3
Alshon JefferyA. Jeffery,NYG@PHI,9.00,0,0,0,0,0,0,0,0,0,0,4,56,0,0,0,0,3
Devin FunchessD. Funchess,NO@CAR,9.00,0,0,0,0,0,0,0,0,0,0,4,58,0,0,0,0,3
Bennie FowlerB. Fowler,DEN@BUF,9.00,0,0,0,0,0,0,0,0,0,0,4,55,0,0,0,0,3
Dez BryantD. Bryant,DAL@ARI,9.00,0,0,0,0,0,0,0,0,0,0,2,12,1,0,0,0,3
Davante AdamsD. Adams,CIN@GB,9.00,0,0,0,0,0,0,0,0,0,0,3,60,0,0,0,0,3
Jarius WrightJ. Wright,TB@MIN,8.00,0,0,0,0,0,0,0,0,0,0,2,9,1,0,0,0,3
Andre HolmesA. Holmes,DEN@BUF,8.00,0,0,0,0,0,0,0,0,0,0,2,6,1,0,0,0,3
Marquise GoodwinM. Goodwin,LA@SF,8.00,0,0,0,0,0,0,0,0,0,0,2,62,0,0,0,0,3
Eric DeckerE. Decker,SEA@TEN,8.00,0,0,0,0,0,0,0,0,0,0,4,49,0,0,0,0,3
Brandon ColemanB. Coleman,NO@CAR,8.00,0,0,0,0,0,0,0,0,0,0,1,11,1,0,0,0,3
Terrance WilliamsT. Williams,DAL@ARI,7.00,0,0,0,0,0,0,0,0,0,0,3,47,0,0,0,0,3
Jermaine KearseJ. Kearse,MIA@NYJ,7.00,0,0,0,0,0,0,0,0,0,0,3,42,0,0,0,0,3
Chris GodwinC. Godwin,TB@MIN,7.00,0,0,0,0,0,0,0,0,0,0,3,44,0,0,0,0,3
Danny AmendolaD. Amendola,HOU@NE,7.00,0,0,0,0,0,0,0,0,0,0,3,48,0,0,0,0,3
Torrey SmithT. Smith,NYG@PHI,6.00,0,0,0,0,0,0,0,0,0,0,4,29,0,0,0,0,3
Donte MoncriefD. Moncrief,CLE@IND,6.00,0,0,0,0,0,0,0,0,0,0,2,44,0,0,0,0,3
Ryan GrantR. Grant,OAK@WAS,6.00,0,0,0,0,0,0,0,0,0,0,3,31,0,0,0,0,3
JuJu Smith-SchusterJ. Smith-Schuster,PIT@CHI,5.00,0,0,0,0,0,0,0,0,0,0,2,39,0,0,0,0,3
Curtis SamuelC. Samuel,NO@CAR,5.00,0,0,0,0,0,0,1,31,0,0,2,5,0,0,0,0,3
Seth RobertsS. Roberts,OAK@WAS,5.00,0,0,0,0,0,0,0,0,0,0,4,20,0,0,1,0,3
Tyler LockettT. Lockett,SEA@TEN,5.00,0,0,0,0,0,0,0,0,0,0,2,30,0,0,0,0,3
Marvin JonesM. Jones,ATL@DET,5.00,0,0,0,0,0,0,0,0,0,0,3,24,0,0,0,0,3
Martavis BryantM. Bryant,PIT@CHI,5.00,0,0,0,0,0,0,0,0,0,0,2,30,0,0,0,0,3
Aldrick RobinsonA. Robinson,LA@SF,4.00,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,0,3
Tommylee LewisT. Lewis,NO@CAR,4.00,0,0,0,0,0,0,1,8,0,0,3,15,0,0,0,0,3
Kenny GolladayK. Golladay,ATL@DET,4.00,0,0,0,0,0,0,0,0,0,0,2,25,0,0,0,0,3
Seth DevalveS. Devalve,CLE@IND,4.00,0,0,0,0,0,0,0,0,0,0,2,29,0,0,0,0,3
Nelson AgholorN. Agholor,NYG@PHI,4.00,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0,3
Tyrell WilliamsT. Williams,KC@LAC,3.00,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,3
Taywan TaylorT. Taylor,SEA@TEN,3.00,0,0,0,0,0,0,1,-1,0,0,2,16,0,0,0,0,3
ArDarius StewartA. Stewart,MIA@NYJ,3.00,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,3
Terrelle PryorT. Pryor,OAK@WAS,3.00,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0,3
Jordan LeslieJ. Leslie,CLE@IND,3.00,0,0,0,0,0,0,0,0,0,0,1,26,0,0,0,0,3
Cooper KuppC. Kupp,LA@SF,3.00,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,3
Rashard HigginsR. Higgins,CLE@IND,3.00,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,3
Brittan GoldenB. Golden,DAL@ARI,3.00,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,3
Kaelin ClayK. Clay,DEN@BUF,3.00,0,0,0,0,0,0,0,0,0,0,1,28,0,0,0,0,3
Quan BrayQ. Bray,CLE@IND,3.00,0,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0,3
Kasen WilliamsK. Williams,CLE@IND,2.00,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,3
Demarcus RobinsonD. Robinson,KC@LAC,2.00,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,3
Andre RobertsA. Roberts,ATL@DET,2.00,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,3
Braxton MillerB. Miller,HOU@NE,2.00,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,3
Ricardo LouisR. Louis,CLE@IND,2.00,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,3
Jakeem GrantJ. Grant,MIA@NYJ,2.00,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,3
Keelan ColeK. Cole,BAL@JAX,2.00,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,3
Derek CarrierD. Carrier,LA@SF,2.00,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,3
Noah BrownN. Brown,DAL@ARI,2.00,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,3
Tyler BoydT. Boyd,CIN@GB,2.00,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,3
Kelvin BenjaminK. Benjamin,NO@CAR,2.00,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,3
Chad WilliamsC. Williams,DAL@ARI,1.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,3
Mike WallaceM. Wallace,BAL@JAX,1.00,0,0,0,0,0,0,1,4,0,0,1,6,0,0,0,0,3
Laquon TreadwellL. Treadwell,TB@MIN,1.00,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3
Deonte ThompsonD. Thompson,PIT@CHI,1.00,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,3
Bernard ReedyB. Reedy,TB@MIN,1.00,0,0,0,0,0,0,1,3,0,0,1,6,0,0,0,0,3
Niles PaulN. Paul,OAK@WAS,1.00,0,0,0,0,0,0,0,0,0,0,1,-3,0,0,0,0,3
Cordarrelle PattersonC. Patterson,OAK@WAS,1.00,0,0,0,0,0,0,2,5,0,0,1,7,0,0,0,0,3
Chris MatthewsC. Matthews,BAL@JAX,1.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,3
Jeremy MaclinJ. Maclin,BAL@JAX,1.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,3
Roger LewisR. Lewis,NYG@PHI,1.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,3
Brandon LaFellB. LaFell,CIN@GB,1.00,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,3
Dontrelle InmanD. Inman,KC@LAC,1.00,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3
Michael CrabtreeM. Crabtree,OAK@WAS,1.00,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,3
Amari CooperA. Cooper,OAK@WAS,1.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,3
Michael CampanaroM. Campanaro,BAL@JAX,1.00,0,0,0,0,0,0,1,7,0,0,1,3,0,0,0,0,3
Cole BeasleyC. Beasley,DAL@ARI,1.00,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,3
Kamar AikenK. Aiken,CLE@IND,1.00,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,3
Ryan SwitzerR. Switzer,DAL@ARI,0.00,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3
Isaiah McKenzieI. McKenzie,DEN@BUF,0.00,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,3
Pharoh CooperP. Cooper,LA@SF,0.00,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,3
Tavon AustinT. Austin,LA@SF,0.00,0,0,0,0,0,0,3,14,0,0,0,0,0,0,1,0,3
Eli RogersE. Rogers,PIT@CHI,-1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
DeAndre HopkinsD. Hopkins,TEN@HOU,26.00,0,0,0,0,0,0,0,0,0,0,10,107,1,0,0,0,4
Devin FunchessD. Funchess,CAR@NE,26.00,0,0,0,0,0,0,0,0,0,0,7,70,2,0,0,0,4
Jordy NelsonJ. Nelson,CHI@GB,23.00,0,0,0,0,0,0,0,0,0,0,4,75,2,0,0,0,4
Tyrell WilliamsT. Williams,PHI@LAC,22.00,0,0,0,0,0,0,0,0,0,0,5,115,1,0,0,0,4
Michael ThomasM. Thomas,NO@MIA,22.00,0,0,0,0,0,0,0,0,0,0,8,89,1,0,0,0,4
Will FullerW. Fuller,TEN@HOU,19.00,0,0,0,0,0,0,1,4,0,0,4,35,2,0,0,0,4
J.D. McKissicJ. McKissic,IND@SEA,18.00,0,0,0,0,0,0,4,38,1,0,1,27,1,0,0,0,4
Jaron BrownJ. Brown,SF@ARI,18.00,0,0,0,0,0,0,0,0,0,0,8,105,0,0,0,0,4
Keenan AllenK. Allen,PHI@LAC,18.00,0,0,0,0,0,0,0,0,0,0,5,138,0,0,0,0,4
Mike WallaceM. Wallace,PIT@BAL,17.00,0,0,0,0,0,0,0,0,0,0,6,55,1,0,0,0,4
Cooper KuppC. Kupp,LA@DAL,17.00,0,0,0,0,0,0,0,0,0,0,5,60,1,0,0,0,4
Chris HoganC. Hogan,CAR@NE,17.00,0,0,0,0,0,0,0,0,0,0,5,60,1,0,0,0,4
A.J. GreenA. Green,CIN@CLE,17.00,0,0,0,0,0,0,0,0,0,0,5,63,1,0,0,0,4
Mike EvansM. Evans,NYG@TB,17.00,0,0,0,0,0,0,0,0,0,0,5,67,1,0,0,0,4
Terrelle PryorT. Pryor,WAS@KC,16.00,0,0,0,0,0,0,0,0,0,0,3,70,1,0,0,0,4
Odell Beckham Jr.O. Beckham,NYG@TB,16.00,0,0,0,0,0,0,0,0,0,0,7,90,0,0,0,0,4
Danny AmendolaD. Amendola,CAR@NE,16.00,0,0,0,0,0,0,0,0,0,0,6,42,1,0,0,0,4
Kendall WrightK. Wright,CHI@GB,15.00,0,0,0,0,0,0,0,0,0,0,4,51,1,0,0,0,4
Stefon DiggsS. Diggs,DET@MIN,14.00,0,0,0,0,0,0,0,0,0,0,5,98,0,0,0,0,4
Randall CobbR. Cobb,CHI@GB,14.00,0,0,0,0,0,0,0,0,0,0,4,44,1,0,0,0,4
Dez BryantD. Bryant,LA@DAL,14.00,0,0,0,0,0,0,0,0,0,0,5,98,0,0,0,0,4
Kelvin BenjaminK. Benjamin,CAR@NE,14.00,0,0,0,0,0,0,0,0,0,0,4,104,0,0,0,0,4
JuJu Smith-SchusterJ. Smith-Schuster,PIT@BAL,13.00,0,0,0,0,0,0,0,0,0,0,3,47,1,0,0,0,4
Adam HumphriesA. Humphries,NYG@TB,13.00,0,0,0,0,0,0,0,0,0,0,6,70,0,0,0,0,4
Johnny HoltonJ. Holton,OAK@DEN,13.00,0,0,0,0,0,0,0,0,0,0,1,64,1,0,0,0,4
Larry FitzgeraldL. Fitzgerald,SF@ARI,13.00,0,0,0,0,0,0,0,0,0,0,4,32,1,0,0,0,4
DeVante ParkerD. Parker,NO@MIA,12.00,0,0,0,0,0,0,0,0,0,0,6,69,0,0,0,0,4
Donte MoncriefD. Moncrief,IND@SEA,12.00,0,0,0,0,0,0,0,0,0,0,3,30,1,0,0,0,4
Tyler LockettT. Lockett,IND@SEA,12.00,0,0,0,0,0,0,2,24,0,0,4,67,0,0,0,0,4
Ricardo LouisR. Louis,CIN@CLE,11.00,0,0,0,0,0,0,0,0,0,0,5,64,0,0,0,0,4
Alshon JefferyA. Jeffery,PHI@LAC,11.00,0,0,0,0,0,0,0,0,0,0,3,29,1,0,0,0,4
Albert WilsonA. Wilson,WAS@KC,10.00,0,0,0,0,0,0,1,6,0,0,4,63,0,0,0,0,4
Sterling ShepardS. Shepard,NYG@TB,10.00,0,0,0,0,0,0,0,0,0,0,5,54,0,0,0,0,4
Brandon MarshallB. Marshall,NYG@TB,10.00,0,0,0,0,0,0,0,0,0,0,6,46,0,0,0,0,4
Jarvis LandryJ. Landry,NO@MIA,10.00,0,0,0,0,0,0,0,0,0,0,6,40,0,0,0,0,4
Deonte ThompsonD. Thompson,CHI@GB,9.00,0,0,0,0,0,0,0,0,0,0,5,44,0,0,0,0,4
Adam ThielenA. Thielen,DET@MIN,9.00,0,0,0,0,0,0,0,0,0,0,5,59,0,0,1,0,4
Trent TaylorT. Taylor,SF@ARI,9.00,0,0,0,0,0,0,0,0,0,0,5,47,0,0,0,0,4
Paul RichardsonP. Richardson,IND@SEA,9.00,0,0,0,0,0,0,0,0,0,0,3,65,0,0,0,0,4
Cordarrelle PattersonC. Patterson,OAK@DEN,9.00,0,0,0,0,0,0,1,2,0,0,6,33,0,0,0,0,4
Jordan MatthewsJ. Matthews,BUF@ATL,9.00,0,0,0,0,0,0,0,0,0,0,2,10,1,0,0,0,4
Justin HardyJ. Hardy,BUF@ATL,9.00,0,0,0,0,0,0,0,0,0,0,2,12,1,0,0,0,4
Ryan GrantR. Grant,WAS@KC,9.00,0,0,0,0,0,0,0,0,0,0,2,16,1,0,0,0,4
Brice ButlerB. Butler,LA@DAL,9.00,0,0,0,0,0,0,0,0,0,0,2,12,1,0,0,0,4
Davante AdamsD. Adams,CHI@GB,9.00,0,0,0,0,0,0,0,0,0,0,2,13,1,0,0,0,4
Aldrick RobinsonA. Robinson,SF@ARI,8.00,0,0,0,0,0,0,0,0,0,0,3,52,0,0,0,0,4
Seth RobertsS. Roberts,OAK@DEN,8.00,0,0,0,0,0,0,0,0,0,0,4,49,0,0,0,0,4
Jeremy KerleyJ. Kerley,JAX@NYJ,8.00,0,0,0,0,0,0,0,0,0,0,5,37,0,0,0,0,4
T.J. JonesT. Jones,DET@MIN,8.00,0,0,0,0,0,0,0,0,0,0,3,33,0,1,0,0,4
Allen HurnsA. Hurns,JAX@NYJ,8.00,0,0,0,0,0,0,0,0,0,0,4,42,0,0,0,0,4
Tyreek HillT. Hill,WAS@KC,8.00,0,0,0,0,0,0,0,0,0,0,5,35,0,0,0,0,4
Bruce EllingtonB. Ellington,TEN@HOU,8.00,0,0,0,0,0,0,1,13,0,0,3,44,0,0,0,0,4
Kenny BrittK. Britt,CIN@CLE,8.00,0,0,0,0,0,0,0,0,0,0,3,52,0,0,0,0,4
Doug BaldwinD. Baldwin,IND@SEA,8.00,0,0,0,0,0,0,0,0,0,0,3,35,0,1,0,0,4
Robby AndersonR. Anderson,JAX@NYJ,8.00,0,0,0,0,0,0,0,0,0,0,3,59,0,0,0,0,4
Nelson AgholorN. Agholor,PHI@LAC,8.00,0,0,0,0,0,0,0,0,0,0,3,58,0,0,0,0,4
Terrance WilliamsT. Williams,LA@DAL,7.00,0,0,0,0,0,0,0,0,0,0,4,34,0,0,0,0,4
Rishard MatthewsR. Matthews,TEN@HOU,7.00,0,0,0,0,0,0,0,0,0,0,3,49,0,0,0,0,4
Pierre GarconP. Garcon,SF@ARI,7.00,0,0,0,0,0,0,0,0,0,0,4,36,0,0,0,0,4
Martavis BryantM. Bryant,PIT@BAL,7.00,0,0,0,0,0,0,0,0,0,0,3,48,0,0,0,0,4
John BrownJ. Brown,SF@ARI,7.00,0,0,0,0,0,0,0,0,0,0,3,47,0,0,0,0,4
Antonio BrownA. Brown,PIT@BAL,7.00,0,0,0,0,0,0,0,0,0,0,4,34,0,0,0,0,4
Nick WilliamsN. Williams,BUF@ATL,6.00,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0,4
Emmanuel SandersE. Sanders,OAK@DEN,6.00,0,0,0,0,0,0,0,0,0,0,4,27,0,0,0,0,4
J.J. NelsonJ. Nelson,SF@ARI,6.00,0,0,0,0,0,0,0,0,0,0,3,34,0,0,0,0,4
Marvin JonesM. Jones,DET@MIN,6.00,0,0,0,0,0,0,0,0,0,0,2,42,0,0,0,0,4
Julio JonesJ. Jones,BUF@ATL,6.00,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0,4
T.Y. HiltonT. Hilton,IND@SEA,6.00,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0,4
Brandin CooksB. Cooks,CAR@NE,6.00,0,0,0,0,0,0,1,4,0,0,3,38,0,0,0,0,4
Michael CampanaroM. Campanaro,PIT@BAL,6.00,0,0,0,0,0,0,0,0,0,0,4,25,0,0,0,0,4
Josh BellamyJ. Bellamy,CHI@GB,6.00,0,0,0,0,0,0,0,0,0,0,3,36,0,0,0,0,4
Golden TateG. Tate,DET@MIN,5.00,0,0,0,0,0,0,1,2,0,0,3,29,0,0,0,0,4
Jeremy MaclinJ. Maclin,PIT@BAL,5.00,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0,4
Jermaine KearseJ. Kearse,JAX@NYJ,5.00,0,0,0,0,0,0,0,0,0,0,4,17,0,0,0,0,4
Bennie FowlerB. Fowler,OAK@DEN,5.00,0,0,0,0,0,0,0,0,0,0,2,35,0,0,0,0,4
Chris ConleyC. Conley,WAS@KC,5.00,0,0,0,0,0,0,0,0,0,0,2,31,0,0,0,0,4
Tavon AustinT. Austin,LA@DAL,5.00,0,0,0,0,0,0,6,48,0,0,1,-2,0,0,0,0,4
Kenny StillsK. Stills,NO@MIA,4.00,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,4
DeSean JacksonD. Jackson,NYG@TB,4.00,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0,4
Ted Ginn Jr.T. Ginn,NO@MIA,4.00,0,0,0,0,0,0,1,9,0,0,2,25,0,0,0,0,4
Josh DoctsonJ. Doctson,WAS@KC,4.00,0,0,0,0,0,0,0,0,0,0,2,27,0,0,0,0,4
Brandon ColemanB. Coleman,NO@MIA,4.00,0,0,0,0,0,0,0,0,0,0,1,31,0,0,0,0,4
Travis BenjaminT. Benjamin,PHI@LAC,4.00,0,0,0,0,0,0,0,0,0,0,2,21,0,0,0,0,4
Cole BeasleyC. Beasley,LA@DAL,4.00,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,4
Robert WoodsR. Woods,LA@DAL,3.00,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,4
Marqise LeeM. Lee,JAX@NYJ,3.00,0,0,0,0,0,0,0,0,0,0,2,18,0,0,0,0,4
Brandon LaFellB. LaFell,CIN@CLE,3.00,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,4
Eric DeckerE. Decker,TEN@HOU,3.00,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,4
Amara DarbohA. Darboh,IND@SEA,3.00,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,4
Tyler BoydT. Boyd,CIN@CLE,3.00,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,4
Sammy WatkinsS. Watkins,LA@DAL,2.00,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,4
Demaryius ThomasD. Thomas,OAK@DEN,2.00,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,4
Russell ShepardR. Shepard,CAR@NE,2.00,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,4
Chris MatthewsC. Matthews,PIT@BAL,2.00,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,4
Zay JonesZ. Jones,BUF@ATL,2.00,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,4
Andre HolmesA. Holmes,BUF@ATL,2.00,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,4
Marquise GoodwinM. Goodwin,SF@ARI,2.00,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,4
Phillip DorsettP. Dorsett,CAR@NE,2.00,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,4
Amari CooperA. Cooper,OAK@DEN,2.00,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,4
Keelan ColeK. Cole,JAX@NYJ,2.00,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,4
Torrey SmithT. Smith,PHI@LAC,1.00,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,4
Mohamed SanuM. Sanu,BUF@ATL,1.00,0,0,0,0,0,0,1,4,0,0,1,3,0,0,0,0,4
Breshad PerrimanB. Perriman,PIT@BAL,1.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,4
Tommylee LewisT. Lewis,NO@MIA,1.00,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4
Dontrelle InmanD. Inman,PHI@LAC,1.00,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,4
Justin HunterJ. Hunter,PIT@BAL,1.00,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,4
Seth DevalveS. Devalve,CIN@CLE,1.00,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4
Jamison CrowderJ. Crowder,WAS@KC,1.00,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,4
Damiere ByrdD. Byrd,CAR@NE,1.00,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,4
Kamar AikenK. Aiken,IND@SEA,1.00,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,4
Taywan TaylorT. Taylor,TEN@HOU,0.00,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,4
Darrius Heyward-BeyD. Heyward-Bey,PIT@BAL,0.00,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,4
Ryan SwitzerR. Switzer,LA@DAL,-1.00,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,4
A.J. GreenA. Green,BUF@CIN,30.00,0,0,0,0,0,0,0,0,0,0,7,189,1,0,1,0,5
DeAndre HopkinsD. Hopkins,KC@HOU,27.00,0,0,0,0,0,0,0,0,0,0,4,52,3,0,0,0,5
Antonio BrownA. Brown,JAX@PIT,25.00,0,0,0,0,0,0,0,0,0,0,10,157,0,0,0,0,5
