player,game,pts,p_att,p_cmp,p_yds,p_td,p_int,p_2pts,rush_att,rush_yds,rush_td,rush_2pts,receptions,rec_yds,rec_td,rec_2pts,fumbles,fumble_td,week
J.J. NelsonJ. Nelson,ARI@DET,15.00,0,0,0,0,0,0,0,0,0,0,5,43,1,0,0,0,1
Pierre GarconP. Garcon,CAR@SF,14.00,0,0,0,0,0,0,0,0,0,0,6,81,0,0,0,0,1
Michael CrabtreeM. Crabtree,OAK@TEN,14.00,0,0,0,0,0,0,0,0,0,0,6,83,0,0,0,0,1
Keenan AllenK. Allen,LAC@DEN,14.00,0,0,0,0,0,0,0,0,0,0,5,35,1,0,0,0,1
Russell ShepardR. Shepard,CAR@SF,13.00,0,0,0,0,0,0,0,0,0,0,2,53,1,0,0,0,1
Jeremy MaclinJ. Maclin,BAL@CIN,13.00,0,0,0,0,0,0,0,0,0,0,2,56,1,0,0,0,1
Larry FitzgeraldL. Fitzgerald,ARI@DET,13.00,0,0,0,0,0,0,0,0,0,0,6,74,0,0,0,0,1
Travis BenjaminT. Benjamin,LAC@DEN,13.00,0,0,0,0,0,0,0,0,0,0,3,43,1,0,0,0,1
Terrance WilliamsT. Williams,NYG@DAL,12.00,0,0,0,0,0,0,0,0,0,0,6,68,0,0,0,0,1
Terrelle PryorT. Pryor,PHI@WAS,12.00,0,0,0,0,0,0,0,0,0,0,6,66,0,0,0,0,1
Rishard MatthewsR. Matthews,OAK@TEN,12.00,0,0,0,0,0,0,0,0,0,0,5,71,0,0,0,0,1
Jermaine KearseJ. Kearse,NYJ@BUF,12.00,0,0,0,0,0,0,0,0,0,0,7,59,0,0,0,0,1
A.J. GreenA. Green,BAL@CIN,12.00,0,0,0,0,0,0,0,0,0,0,5,74,0,0,0,0,1
Corey DavisC. Davis,OAK@TEN,12.00,0,0,0,0,0,0,0,0,0,0,6,69,0,0,0,0,1
Demaryius ThomasD. Thomas,LAC@DEN,11.00,0,0,0,0,0,0,0,0,0,0,5,67,0,0,0,0,1
Sterling ShepardS. Shepard,NYG@DAL,11.00,0,0,0,0,0,0,1,6,0,0,7,44,0,0,0,0,1
Marvin JonesM. Jones,ARI@DET,11.00,0,0,0,0,0,0,0,0,0,0,2,37,1,0,0,0,1
Brandin CooksB. Cooks,KC@NE,11.00,0,0,0,0,0,0,0,0,0,0,3,88,0,0,0,0,1
Tyrell WilliamsT. Williams,LAC@DEN,10.00,0,0,0,0,0,0,0,0,0,0,5,54,0,0,0,0,1
Sammy WatkinsS. Watkins,IND@LA,10.00,0,0,0,0,0,0,0,0,0,0,5,58,0,0,0,0,1
Mohamed SanuM. Sanu,ATL@CHI,10.00,0,0,0,0,0,0,0,0,0,0,6,47,0,0,0,0,1
Julio JonesJ. Jones,ATL@CHI,10.00,0,0,0,0,0,0,0,0,0,0,4,66,0,0,0,0,1
Ryan GrantR. Grant,PHI@WAS,10.00,0,0,0,0,0,0,0,0,0,0,4,61,0,0,0,0,1
Doug BaldwinD. Baldwin,SEA@GB,10.00,0,0,0,0,0,0,1,-3,0,0,4,63,0,0,0,0,1
Michael ThomasM. Thomas,NO@MIN,9.00,0,0,0,0,0,0,0,0,0,0,5,45,0,0,0,0,1
Paul RichardsonP. Richardson,SEA@GB,9.00,0,0,0,0,0,0,0,0,0,0,4,59,0,0,0,0,1
Roger LewisR. Lewis,NYG@DAL,9.00,0,0,0,0,0,0,0,0,0,0,4,54,0,0,0,0,1
Ted Ginn Jr.T. Ginn,NO@MIN,9.00,0,0,0,0,0,0,1,5,0,0,4,53,0,0,0,0,1
Robert WoodsR. Woods,IND@LA,8.00,0,0,0,0,0,0,0,0,0,0,3,53,0,0,0,0,1
Albert WilsonA. Wilson,KC@NE,8.00,0,0,0,0,0,0,0,0,0,0,5,37,0,0,0,0,1
Seth RobertsS. Roberts,OAK@TEN,8.00,0,0,0,0,0,0,0,0,0,0,1,19,1,0,0,0,1
Jordan MatthewsJ. Matthews,NYJ@BUF,8.00,0,0,0,0,0,0,0,0,0,0,2,61,0,0,0,0,1
Alshon JefferyA. Jeffery,PHI@WAS,8.00,0,0,0,0,0,0,0,0,0,0,3,38,0,1,0,0,1
Seth DevalveS. Devalve,PIT@CLE,8.00,0,0,0,0,0,0,0,0,0,0,4,42,0,0,0,0,1
John BrownJ. Brown,ARI@DET,8.00,0,0,0,0,0,0,1,10,0,0,4,32,0,0,0,0,1
Tommylee LewisT. Lewis,NO@MIN,7.00,0,0,0,0,0,0,0,0,0,0,2,52,0,0,0,0,1
Allen HurnsA. Hurns,JAX@HOU,7.00,0,0,0,0,0,0,0,0,0,0,3,42,0,0,0,0,1
Andre HolmesA. Holmes,NYJ@BUF,7.00,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
T.Y. HiltonT. Hilton,IND@LA,7.00,0,0,0,0,0,0,0,0,0,0,3,57,0,0,1,0,1
Davante AdamsD. Adams,SEA@GB,7.00,0,0,0,0,0,0,0,0,0,0,3,47,0,0,0,0,1
Kendall WrightK. Wright,ATL@CHI,6.00,0,0,0,0,0,0,0,0,0,0,3,34,0,0,0,0,1
Donte MoncriefD. Moncrief,IND@LA,6.00,0,0,0,0,0,0,0,0,0,0,1,50,0,0,0,0,1
Taylor GabrielT. Gabriel,ATL@CHI,6.00,0,0,0,0,0,0,0,0,0,0,3,36,0,0,0,0,1
Chris ConleyC. Conley,KC@NE,6.00,0,0,0,0,0,0,0,0,0,0,2,43,0,0,0,0,1
Dez BryantD. Bryant,NYG@DAL,6.00,0,0,0,0,0,0,0,0,0,0,2,43,0,0,0,0,1
Cole BeasleyC. Beasley,NYG@DAL,6.00,0,0,0,0,0,0,0,0,0,0,3,32,0,0,0,0,1
Robby AndersonR. Anderson,NYJ@BUF,6.00,0,0,0,0,0,0,0,0,0,0,4,22,0,0,0,0,1
Emmanuel SandersE. Sanders,LAC@DEN,5.00,0,0,0,0,0,0,0,0,0,0,3,26,0,0,0,0,1
Ricardo LouisR. Louis,PIT@CLE,5.00,0,0,0,0,0,0,0,0,0,0,2,32,0,0,0,0,1
Brandon LaFellB. LaFell,BAL@CIN,5.00,0,0,0,0,0,0,0,0,0,0,3,24,0,0,0,0,1
T.J. JonesT. Jones,ARI@DET,5.00,0,0,0,0,0,0,0,0,0,0,2,32,0,0,0,0,1
Marquise GoodwinM. Goodwin,CAR@SF,5.00,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0,1
Josh BellamyJ. Bellamy,ATL@CHI,5.00,0,0,0,0,0,0,0,0,0,0,3,27,0,0,0,0,1
Torrey SmithT. Smith,PHI@WAS,4.00,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,1
Devin FunchessD. Funchess,CAR@SF,4.00,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0,1
Eric DeckerE. Decker,OAK@TEN,4.00,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,1
Brice ButlerB. Butler,NYG@DAL,4.00,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,1
Jarius WrightJ. Wright,NO@MIN,3.00,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,1
Taywan TaylorT. Taylor,OAK@TEN,3.00,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,1
ArDarius StewartA. Stewart,NYJ@BUF,3.00,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,1
Eli RogersE. Rogers,PIT@CLE,3.00,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,1
Zay JonesZ. Jones,NYJ@BUF,3.00,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,1
Jamison CrowderJ. Crowder,PHI@WAS,3.00,0,0,0,0,0,0,0,0,0,0,3,14,0,0,1,0,1
Brandon ColemanB. Coleman,NO@MIN,3.00,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,1
Martavis BryantM. Bryant,PIT@CLE,3.00,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,1
Kelvin BenjaminK. Benjamin,CAR@SF,3.00,0,0,0,0,0,0,0,0,0,0,1,25,0,0,0,0,1
Kevin WhiteK. White,ATL@CHI,2.00,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,1
Deonte ThompsonD. Thompson,ATL@CHI,2.00,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,1
Allen RobinsonA. Robinson,JAX@HOU,2.00,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,1
Brian QuickB. Quick,PHI@WAS,2.00,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,1
Brandon MarshallB. Marshall,NYG@DAL,2.00,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,1
Chris HoganC. Hogan,KC@NE,2.00,0,0,0,0,0,0,3,17,0,0,1,8,0,0,0,0,1
Derek CarrierD. Carrier,IND@LA,2.00,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,1
Kenny BrittK. Britt,PIT@CLE,2.00,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,1
Tyler BoydT. Boyd,BAL@CIN,2.00,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,1
Arrelious BennA. Benn,JAX@HOU,2.00,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,1
Mike WallaceM. Wallace,BAL@CIN,1.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,1
Laquon TreadwellL. Treadwell,NO@MIN,1.00,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,1
Trent TaylorT. Taylor,CAR@SF,1.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,1
Aldrick RobinsonA. Robinson,CAR@SF,1.00,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,1
Breshad PerrimanB. Perriman,BAL@CIN,1.00,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1
Cordarrelle PattersonC. Patterson,OAK@TEN,1.00,0,0,0,0,0,0,1,5,0,0,1,2,0,0,0,0,1
Tyler LockettT. Lockett,SEA@GB,1.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,1
Matt HazelM. Hazel,IND@LA,1.00,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
Tavon AustinT. Austin,IND@LA,1.00,0,0,0,0,0,0,2,11,0,0,1,7,0,0,1,0,1
Kamar AikenK. Aiken,IND@LA,1.00,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1
Michael CampanaroM. Campanaro,BAL@CIN,0.00,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1
Michael CrabtreeM. Crabtree,NYJ@OAK,32.00,0,0,0,0,0,0,0,0,0,0,6,80,3,0,0,0,2
Emmanuel SandersE. Sanders,DAL@DEN,24.00,0,0,0,0,0,0,0,0,0,0,6,62,2,0,0,0,2
J.J. NelsonJ. Nelson,ARI@IND,23.00,0,0,0,0,0,0,0,0,0,0,5,120,1,0,0,0,2
Davante AdamsD. Adams,GB@ATL,23.00,0,0,0,0,0,0,0,0,0,0,8,99,1,0,0,0,2
Jermaine KearseJ. Kearse,NYJ@OAK,22.00,0,0,0,0,0,0,0,0,0,0,4,64,2,0,0,0,2
Alshon JefferyA. Jeffery,PHI@KC,22.00,0,0,0,0,0,0,0,0,0,0,7,92,1,0,0,0,2
Mike EvansM. Evans,CHI@TB,22.00,0,0,0,0,0,0,0,0,0,0,7,93,1,0,0,0,2
Jarvis LandryJ. Landry,MIA@LAC,20.00,1,0,0,0,0,0,1,-7,0,0,13,78,0,0,0,0,2
Allen HurnsA. Hurns,TEN@JAX,20.00,0,0,0,0,0,0,0,0,0,0,6,82,1,0,0,0,2
Keenan AllenK. Allen,MIA@LAC,19.00,0,0,0,0,0,0,0,0,0,0,9,100,0,0,0,0,2
Chris HoganC. Hogan,NE@NO,18.00,0,0,0,0,0,0,0,0,0,0,5,78,1,0,0,0,2
Brandon ColemanB. Coleman,NE@NO,18.00,0,0,0,0,0,0,0,0,0,0,4,82,1,0,0,0,2
Martavis BryantM. Bryant,MIN@PIT,18.00,0,0,0,0,0,0,1,7,0,0,3,91,1,0,0,0,2
Dez BryantD. Bryant,DAL@DEN,18.00,0,0,0,0,0,0,0,0,0,0,7,59,1,0,0,0,2
Rashard HigginsR. Higgins,CLE@BAL,16.00,0,0,0,0,0,0,1,4,0,0,7,95,0,0,0,0,2
Deonte ThompsonD. Thompson,CHI@TB,15.00,0,0,0,0,0,0,0,0,0,0,4,57,1,0,0,0,2
Julio JonesJ. Jones,GB@ATL,15.00,0,0,0,0,0,0,0,0,0,0,5,108,0,0,0,0,2
Marqise LeeM. Lee,TEN@JAX,14.00,0,0,0,0,0,0,0,0,0,0,7,76,0,0,0,0,2
DeAndre HopkinsD. Hopkins,HOU@CIN,14.00,0,0,0,0,0,0,0,0,0,0,7,73,0,0,0,0,2
Kendall WrightK. Wright,CHI@TB,13.00,0,0,0,0,0,0,0,0,0,0,7,69,0,0,0,0,2
Michael ThomasM. Thomas,NE@NO,13.00,0,0,0,0,0,0,0,0,0,0,5,89,0,0,0,0,2
Demaryius ThomasD. Thomas,DAL@DEN,13.00,0,0,0,0,0,0,0,0,0,0,6,71,0,0,0,0,2
Mohamed SanuM. Sanu,GB@ATL,13.00,0,0,0,0,0,0,0,0,0,0,5,85,0,0,0,0,2
Jeremy MaclinJ. Maclin,CLE@BAL,13.00,0,0,0,0,0,0,0,0,0,0,4,31,1,0,0,0,2
Randall CobbR. Cobb,GB@ATL,13.00,0,0,0,0,0,0,1,10,0,0,6,60,0,0,0,0,2
Kelvin BenjaminK. Benjamin,BUF@CAR,13.00,0,0,0,0,0,0,0,0,0,0,6,77,0,0,0,0,2
Cordarrelle PattersonC. Patterson,NYJ@OAK,12.00,0,0,0,0,0,0,3,57,1,0,1,6,0,0,0,0,2
DeVante ParkerD. Parker,MIA@LAC,12.00,0,0,0,0,0,0,0,0,0,0,4,85,0,0,0,0,2
Tyler LockettT. Lockett,SF@SEA,12.00,0,0,0,0,0,0,0,0,0,0,6,64,0,0,0,0,2
Kenny StillsK. Stills,MIA@LAC,11.00,0,0,0,0,0,0,0,0,0,0,2,37,1,0,0,0,2
A.J. GreenA. Green,HOU@CIN,11.00,0,0,0,0,0,0,0,0,0,0,5,67,0,0,0,0,2
Jaron BrownJ. Brown,ARI@IND,11.00,0,0,0,0,0,0,0,0,0,0,4,73,0,0,0,0,2
Antonio BrownA. Brown,MIN@PIT,11.00,0,0,0,0,0,0,0,0,0,0,5,62,0,0,0,0,2
JuJu Smith-SchusterJ. Smith-Schuster,MIN@PIT,10.00,0,0,0,0,0,0,0,0,0,0,3,16,1,0,0,0,2
Torrey SmithT. Smith,PHI@KC,10.00,0,0,0,0,0,0,0,0,0,0,4,66,0,0,0,0,2
Devin FunchessD. Funchess,BUF@CAR,10.00,0,0,0,0,0,0,0,0,0,0,4,68,0,0,0,0,2
Alex EricksonA. Erickson,HOU@CIN,10.00,0,0,0,0,0,0,1,2,0,0,4,62,0,0,0,0,2
Doug BaldwinD. Baldwin,SF@SEA,10.00,0,0,0,0,0,0,0,0,0,0,6,44,0,0,0,0,2
Tyrell WilliamsT. Williams,MIA@LAC,9.00,0,0,0,0,0,0,0,0,0,0,4,54,0,0,0,0,2
Paul RichardsonP. Richardson,SF@SEA,9.00,0,0,0,0,0,0,0,0,0,0,2,19,1,0,0,0,2
Marvin JonesM. Jones,DET@NYG,9.00,0,0,0,0,0,0,0,0,0,0,1,27,1,0,0,0,2
Phillip DorsettP. Dorsett,NE@NO,9.00,0,0,0,0,0,0,1,7,0,0,3,68,0,0,0,0,2
Chris ConleyC. Conley,PHI@KC,9.00,0,0,0,0,0,0,0,0,0,0,4,55,0,0,0,0,2
Josh BellamyJ. Bellamy,CHI@TB,9.00,0,0,0,0,0,0,0,0,0,0,4,51,0,0,0,0,2
Adam ThielenA. Thielen,MIN@PIT,8.00,0,0,0,0,0,0,0,0,0,0,5,44,0,0,1,0,2
Eli RogersE. Rogers,MIN@PIT,8.00,0,0,0,0,0,0,0,0,0,0,4,43,0,0,0,0,2
T.Y. HiltonT. Hilton,ARI@IND,8.00,0,0,0,0,0,0,0,0,0,0,4,49,0,0,0,0,2
Tyreek HillT. Hill,PHI@KC,8.00,0,0,0,0,0,0,1,6,0,0,4,43,0,0,0,0,2
Ryan GrantR. Grant,WAS@LA,8.00,0,0,0,0,0,0,0,0,0,0,1,11,1,0,0,0,2
Seth DevalveS. Devalve,CLE@BAL,8.00,0,0,0,0,0,0,0,0,0,0,2,61,0,0,0,0,2
Jamison CrowderJ. Crowder,WAS@LA,8.00,0,0,0,0,0,0,0,0,0,0,4,47,0,0,0,0,2
Rishard MatthewsR. Matthews,TEN@JAX,7.00,0,0,0,0,0,0,0,0,0,0,3,43,0,0,0,0,2
Brandon LaFellB. LaFell,HOU@CIN,7.00,0,0,0,0,0,0,0,0,0,0,4,30,0,0,0,0,2
Amari CooperA. Cooper,NYJ@OAK,7.00,0,0,0,0,0,0,0,0,0,0,4,33,0,0,0,0,2
Odell Beckham Jr.O. Beckham,DET@NYG,7.00,0,0,0,0,0,0,0,0,0,0,4,36,0,0,0,0,2
Cole BeasleyC. Beasley,DAL@DEN,7.00,0,0,0,0,0,0,0,0,0,0,4,33,0,0,0,0,2
Nelson AgholorN. Agholor,PHI@KC,7.00,0,0,0,0,0,0,0,0,0,0,1,9,1,0,0,0,2
Laquon TreadwellL. Treadwell,MIN@PIT,6.00,0,0,0,0,0,0,0,0,0,0,3,33,0,0,0,0,2
Taywan TaylorT. Taylor,TEN@JAX,6.00,0,0,0,0,0,0,2,16,0,0,1,42,0,0,0,0,2
Golden TateG. Tate,DET@NYG,6.00,0,0,0,0,0,0,0,0,0,0,4,25,0,0,0,0,2
Jordan MatthewsJ. Matthews,BUF@CAR,6.00,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0,2
Cooper KuppC. Kupp,WAS@LA,6.00,0,0,0,0,0,0,0,0,0,0,3,33,0,0,0,0,2
DeSean JacksonD. Jackson,CHI@TB,6.00,0,0,0,0,0,0,0,0,0,0,3,39,0,0,0,0,2
Mack HollinsM. Hollins,PHI@KC,6.00,0,0,0,0,0,0,0,0,0,0,3,32,0,0,0,0,2
Eric DeckerE. Decker,TEN@JAX,6.00,0,0,0,0,0,0,0,0,0,0,3,32,0,0,0,0,2
Kamar AikenK. Aiken,ARI@IND,6.00,0,0,0,0,0,0,0,0,0,0,3,31,0,0,0,0,2
Terrance WilliamsT. Williams,DAL@DEN,5.00,0,0,0,0,0,0,0,0,0,0,4,17,0,0,0,0,2
Sammy WatkinsS. Watkins,WAS@LA,5.00,0,0,0,0,0,0,0,0,0,0,2,30,0,0,0,0,2
Terrelle PryorT. Pryor,WAS@LA,5.00,0,0,0,0,0,0,0,0,0,0,2,31,0,0,0,0,2
Marquise GoodwinM. Goodwin,SF@SEA,5.00,0,0,0,0,0,0,0,0,0,0,3,26,0,0,0,0,2
Ted Ginn Jr.T. Ginn,NE@NO,5.00,0,0,0,0,0,0,0,0,0,0,3,24,0,0,0,0,2
Pierre GarconP. Garcon,SF@SEA,5.00,0,0,0,0,0,0,0,0,0,0,3,26,0,0,0,0,2
Larry FitzgeraldL. Fitzgerald,ARI@IND,5.00,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0,2
Brandin CooksB. Cooks,NE@NO,5.00,0,0,0,0,0,0,2,6,0,0,2,37,0,0,0,0,2
Geronimo AllisonG. Allison,GB@ATL,5.00,0,0,0,0,0,0,0,0,0,0,3,24,0,0,0,0,2
Albert WilsonA. Wilson,PHI@KC,4.00,0,0,0,0,0,0,1,4,0,0,2,22,0,0,0,0,2
Sterling ShepardS. Shepard,DET@NYG,4.00,0,0,0,0,0,0,2,7,0,0,2,23,0,0,0,0,2
Ricardo LouisR. Louis,CLE@BAL,4.00,0,0,0,0,0,0,0,0,0,0,2,27,0,0,0,0,2
Cody LatimerC. Latimer,DAL@DEN,4.00,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0,2
Jeremy KerleyJ. Kerley,NYJ@OAK,4.00,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,2
Tanner GentryT. Gentry,CHI@TB,4.00,0,0,0,0,0,0,0,0,0,0,2,27,0,0,0,0,2
Stefon DiggsS. Diggs,MIN@PIT,4.00,0,0,0,0,0,0,1,4,0,0,2,27,0,0,0,0,2
Robby AndersonR. Anderson,NYJ@OAK,4.00,0,0,0,0,0,0,0,0,0,0,2,28,0,0,0,0,2
Josh ReynoldsJ. Reynolds,WAS@LA,3.00,0,0,0,0,0,0,0,0,0,0,1,28,0,0,0,0,2
Donte MoncriefD. Moncrief,ARI@IND,3.00,0,0,0,0,0,0,0,0,0,0,2,18,0,0,0,0,2
Braxton MillerB. Miller,HOU@CIN,3.00,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,2
Roger LewisR. Lewis,DET@NYG,3.00,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,2
Zay JonesZ. Jones,BUF@CAR,3.00,0,0,0,0,0,0,0,0,0,0,2,18,0,0,0,0,2
Adam HumphriesA. Humphries,CHI@TB,3.00,0,0,0,0,0,0,0,0,0,0,2,18,0,0,0,0,2
Andre HolmesA. Holmes,BUF@CAR,3.00,0,0,0,0,0,0,0,0,0,0,2,18,0,0,0,0,2
Brittan GoldenB. Golden,ARI@IND,3.00,0,0,0,0,0,0,0,0,0,0,1,29,0,0,0,0,2
Taylor GabrielT. Gabriel,GB@ATL,3.00,0,0,0,0,0,0,1,7,0,0,2,14,0,0,0,0,2
Keelan ColeK. Cole,TEN@JAX,3.00,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,2
Chad WilliamsC. Williams,ARI@IND,2.00,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,2
Trent TaylorT. Taylor,SF@SEA,2.00,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,2
Curtis SamuelC. Samuel,BUF@CAR,2.00,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,2
Brandon MarshallB. Marshall,DET@NYG,2.00,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,2
Tommylee LewisT. Lewis,NE@NO,2.00,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,2
Justin HardyJ. Hardy,GB@ATL,2.00,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,2
Amara DarbohA. Darboh,SF@SEA,2.00,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,2
Brice ButlerB. Butler,DAL@DEN,2.00,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,2
Travis BenjaminT. Benjamin,MIA@LAC,2.00,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,2
Jarius WrightJ. Wright,MIN@PIT,1.00,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,2
Robert WoodsR. Woods,WAS@LA,1.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,2
Mike WallaceM. Wallace,CLE@BAL,1.00,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,2
Neal SterlingN. Sterling,NYJ@OAK,1.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,2
Russell ShepardR. Shepard,BUF@CAR,1.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,2
Charone PeakeC. Peake,NYJ@OAK,1.00,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2
Kenny GolladayK. Golladay,DET@NYG,1.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,2
Bennie FowlerB. Fowler,DAL@DEN,1.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,2
Trevor DavisT. Davis,GB@ATL,1.00,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,2
Corey DavisC. Davis,TEN@JAX,1.00,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,2
Corey ColemanC. Coleman,CLE@BAL,1.00,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,2
Derek CarrierD. Carrier,WAS@LA,1.00,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,2
Kenny BrittK. Britt,CLE@BAL,1.00,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2
John RossJ. Ross,HOU@CIN,0.00,0,0,0,0,0,0,1,12,0,0,0,0,0,0,1,0,2
Michael CampanaroM. Campanaro,CLE@BAL,0.00,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,2
Tavon AustinT. Austin,WAS@LA,0.00,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,2
Kalif RaymondK. Raymond,NYJ@OAK,-1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Stefon DiggsS. Diggs,TB@MIN,37.00,0,0,0,0,0,0,0,0,0,0,8,173,2,0,0,0,3
Larry FitzgeraldL. Fitzgerald,DAL@ARI,33.00,0,0,0,0,0,0,0,0,0,0,13,149,1,0,0,0,3
Brandin CooksB. Cooks,HOU@NE,32.00,0,0,0,0,0,0,0,0,0,0,5,131,2,1,0,0,3
Sammy WatkinsS. Watkins,LA@SF,28.00,0,0,0,0,0,0,0,0,0,0,6,106,2,0,0,0,3
T.Y. HiltonT. Hilton,CLE@IND,28.00,0,0,0,0,0,0,0,0,0,0,7,153,1,0,0,0,3
Odell Beckham Jr.O. Beckham,NYG@PHI,28.00,0,0,0,0,0,0,0,0,0,0,9,79,2,0,0,0,3
A.J. GreenA. Green,CIN@GB,27.00,0,0,0,0,0,0,0,0,0,0,10,111,1,0,0,0,3
Antonio BrownA. Brown,PIT@CHI,27.00,0,0,0,0,0,0,0,0,0,0,10,110,1,0,0,0,3
