player,game,pts,p_att,p_cmp,p_yds,p_td,p_int,p_2pts,rush_att,rush_yds,rush_td,rush_2pts,receptions,rec_yds,rec_td,rec_2pts,fumbles,fumble_td,week
Ryan SwitzerR. Switzer,PIT@LAC,1.00,0,0,0,0,0,0,0,0,0,0,1,-2,0,0,0,0,6
JuJu Smith-SchusterJ. Smith-Schuster,PIT@LAC,1.00,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,6
Vyncint SmithV. Smith,DAL@NYJ,1.00,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,6
Emmanuel SandersE. Sanders,TEN@DEN,1.00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
Kelvin HarmonK. Harmon,WAS@MIA,1.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,6
Josh GordonJ. Gordon,NYG@NE,1.00,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,6
Russell GageR. Gage,ATL@ARI,1.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,6
Amari CooperA. Cooper,DAL@NYJ,1.00,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,6
Fred BrownF. Brown,TEN@DEN,1.00,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,6
Travis BenjaminT. Benjamin,PIT@LAC,1.00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
Danny AmendolaD. Amendola,DET@GB,1.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,6
De'Anthony ThomasD. Thomas,HOU@KC,0.00,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,6
Steven SimsS. Sims,WAS@MIA,0.00,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6
Darrius ShepherdD. Shepherd,DET@GB,0.00,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,6
Paul RichardsonP. Richardson,WAS@MIA,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
Marqise LeeM. Lee,NO@JAX,0.00,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6
Ray Ray McCloudR. McCloud,CAR@TB,-1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
Marvin JonesM. Jones,MIN@DET,43.00,0,0,0,0,0,0,0,0,0,0,10,93,4,0,0,0,7
Zach PascalZ. Pascal,HOU@IND,28.00,1,0,0,0,0,0,0,0,0,0,6,106,2,0,0,0,7
DeAndre HopkinsD. Hopkins,HOU@IND,25.00,0,0,0,0,0,0,0,0,0,0,9,106,1,0,0,0,7
Allen RobinsonA. Robinson,NO@CHI,24.00,0,0,0,0,0,0,0,0,0,0,10,87,1,0,0,0,7
Michael ThomasM. Thomas,NO@CHI,22.00,0,0,0,0,0,0,0,0,0,0,9,131,0,0,0,0,7
Marquez Valdes-ScantlingM. Valdes-Scantling,OAK@GB,21.00,0,0,0,0,0,0,0,0,0,0,2,133,1,0,0,0,7
Alex EricksonA. Erickson,JAX@CIN,21.00,0,0,0,0,0,0,2,-2,0,0,8,137,0,0,0,0,7
Stefon DiggsS. Diggs,MIN@DET,21.00,0,0,0,0,0,0,0,0,0,0,7,143,0,0,0,0,7
Corey DavisC. Davis,LAC@TEN,20.00,0,0,0,0,0,0,0,0,0,0,6,80,1,0,0,0,7
T.Y. HiltonT. Hilton,HOU@IND,19.00,0,0,0,0,0,0,0,0,0,0,6,74,1,0,0,0,7
John BrownJ. Brown,MIA@BUF,19.00,0,0,0,0,0,0,0,0,0,0,5,83,1,0,0,0,7
Danny AmendolaD. Amendola,MIN@DET,18.00,0,0,0,0,0,0,0,0,0,0,8,105,0,0,0,0,7
Dede WestbrookD. Westbrook,JAX@CIN,17.00,0,0,0,0,0,0,2,14,0,0,6,103,0,0,0,0,7
Tyler LockettT. Lockett,BAL@SEA,17.00,0,0,0,0,0,0,1,-3,0,0,5,61,1,0,0,0,7
DeVante ParkerD. Parker,MIA@BUF,16.00,0,0,0,0,0,0,0,0,0,0,5,55,1,0,0,0,7
Tyreek HillT. Hill,KC@DEN,16.00,0,0,0,0,0,0,0,0,0,0,3,74,1,0,0,0,7
Julio JonesJ. Jones,LA@ATL,15.00,0,0,0,0,0,0,0,0,0,0,6,93,0,0,0,0,7
Amari CooperA. Cooper,PHI@DAL,15.00,0,0,0,0,0,0,0,0,0,0,5,106,0,0,0,0,7
Golden TateG. Tate,ARI@NYG,14.00,0,0,0,0,0,0,0,0,0,0,6,80,0,0,0,0,7
Courtland SuttonC. Sutton,KC@DEN,14.00,0,0,0,0,0,0,0,0,0,0,6,87,0,0,0,0,7
Kenny StillsK. Stills,HOU@IND,14.00,0,0,0,0,0,0,0,0,0,0,4,105,0,0,0,0,7
Olabisi JohnsonO. Johnson,MIN@DET,14.00,0,0,0,0,0,0,0,0,0,0,4,40,1,0,0,0,7
Robert WoodsR. Woods,LA@ATL,13.00,0,0,0,0,0,0,1,6,0,0,5,80,0,0,0,0,7
Preston WilliamsP. Williams,MIA@BUF,13.00,0,0,0,0,0,0,0,0,0,0,6,82,0,0,1,0,7
Jake KumerowJ. Kumerow,OAK@GB,13.00,0,0,0,0,0,0,0,0,0,0,2,54,1,0,0,0,7
Julian EdelmanJ. Edelman,NE@NYJ,13.00,0,0,0,0,0,0,3,20,0,0,7,47,0,0,0,0,7
Phillip DorsettP. Dorsett,NE@NYJ,13.00,0,0,0,0,0,0,0,0,0,0,3,46,1,0,0,0,7
Chris ConleyC. Conley,JAX@CIN,13.00,0,0,0,0,0,0,0,0,0,0,3,83,0,1,0,0,7
A.J. BrownA. Brown,LAC@TEN,12.00,0,0,0,0,0,0,1,-2,0,0,6,64,0,0,0,0,7
Emmanuel SandersE. Sanders,KC@DEN,11.00,0,0,0,0,0,0,0,0,0,0,5,60,0,0,0,0,7
Cooper KuppC. Kupp,LA@ATL,11.00,0,0,0,0,0,0,0,0,0,0,6,50,0,0,0,0,7
Keke CouteeK. Coutee,HOU@IND,11.00,0,0,0,0,0,0,1,4,1,0,3,25,0,0,0,0,7
Anthony MillerA. Miller,NO@CHI,10.00,0,0,0,0,0,0,1,-1,0,0,5,64,0,0,1,0,7
Mecole HardmanM. Hardman,KC@DEN,10.00,0,0,0,0,0,0,0,0,0,0,2,28,1,0,0,0,7
D.J. CharkD. Chark,JAX@CIN,10.00,0,0,0,0,0,0,1,20,0,0,3,53,0,0,0,0,7
Cole BeasleyC. Beasley,MIA@BUF,10.00,0,0,0,0,0,0,0,0,0,0,3,16,1,0,0,0,7
Keenan AllenK. Allen,LAC@TEN,10.00,0,0,0,0,0,0,0,0,0,0,4,61,0,0,0,0,7
Adam ThielenA. Thielen,MIN@DET,9.00,0,0,0,0,0,0,0,0,0,0,1,25,1,0,0,0,7
Auden TateA. Tate,JAX@CIN,9.00,0,0,0,0,0,0,0,0,0,0,3,65,0,0,0,0,7
Tajae SharpeT. Sharpe,LAC@TEN,9.00,0,0,0,0,0,0,0,0,0,0,2,19,1,0,0,0,7
Jakobi MeyersJ. Meyers,NE@NYJ,9.00,0,0,0,0,0,0,0,0,0,0,5,47,0,0,0,0,7
Brandin CooksB. Cooks,LA@ATL,9.00,0,0,0,0,0,0,0,0,0,0,4,59,0,0,0,0,7
Jaron BrownJ. Brown,BAL@SEA,9.00,0,0,0,0,0,0,0,0,0,0,3,60,0,0,0,0,7
Tyler BoydT. Boyd,JAX@CIN,9.00,0,0,0,0,0,0,0,0,0,0,5,55,0,0,1,0,7
Kendrick BourneK. Bourne,SF@WAS,9.00,0,0,0,0,0,0,0,0,0,0,3,69,0,0,0,0,7
Mike WilliamsM. Williams,LAC@TEN,8.00,0,0,0,0,0,0,0,0,0,0,4,47,0,0,0,0,7
D.K. MetcalfD. Metcalf,BAL@SEA,8.00,0,0,0,0,0,0,0,0,0,0,4,53,0,0,1,0,7
Allen HurnsA. Hurns,MIA@BUF,8.00,0,0,0,0,0,0,0,0,0,0,3,53,0,0,0,0,7
Adam HumphriesA. Humphries,LAC@TEN,8.00,0,0,0,0,0,0,0,0,0,0,4,40,0,0,0,0,7
Keelan DossK. Doss,OAK@GB,8.00,0,0,0,0,0,0,0,0,0,0,3,54,0,0,0,0,7
Tavon AustinT. Austin,PHI@DAL,8.00,0,0,0,0,0,0,1,20,1,0,0,0,0,0,0,0,7
Javon WimsJ. Wims,NO@CHI,7.00,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,7
Demaryius ThomasD. Thomas,NE@NYJ,7.00,0,0,0,0,0,0,0,0,0,0,3,42,0,0,0,0,7
Calvin RidleyC. Ridley,LA@ATL,7.00,0,0,0,0,0,0,0,0,0,0,4,30,0,0,0,0,7
J.D. McKissicJ. McKissic,MIN@DET,7.00,0,0,0,0,0,0,5,29,0,0,2,31,0,0,0,0,7
Allen LazardA. Lazard,OAK@GB,7.00,0,0,0,0,0,0,0,0,0,0,3,42,0,0,0,0,7
Cody LatimerC. Latimer,ARI@NYG,7.00,0,0,0,0,0,0,0,0,0,0,4,33,0,0,0,0,7
Bennie FowlerB. Fowler,ARI@NYG,7.00,0,0,0,0,0,0,0,0,0,0,4,35,0,0,0,0,7
Keelan ColeK. Cole,JAX@CIN,7.00,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,7
Miles BoykinM. Boykin,BAL@SEA,7.00,0,0,0,0,0,0,0,0,0,0,2,55,0,0,0,0,7
Geronimo AllisonG. Allison,OAK@GB,7.00,0,0,0,0,0,0,0,0,0,0,4,33,0,0,0,0,7
Demarcus RobinsonD. Robinson,KC@DEN,6.00,0,0,0,0,0,0,0,0,0,0,3,31,0,0,0,0,7
Ted Ginn Jr.T. Ginn,NO@CHI,6.00,0,0,0,0,0,0,0,0,0,0,2,48,0,0,0,0,7
Michael GallupM. Gallup,PHI@DAL,6.00,0,0,0,0,0,0,0,0,0,0,3,34,0,0,0,0,7
Jamison CrowderJ. Crowder,NE@NYJ,6.00,0,0,0,0,0,0,0,0,0,0,4,26,0,0,0,0,7
Pharoh CooperP. Cooper,ARI@NYG,6.00,0,0,0,0,0,0,0,0,0,0,4,29,0,0,0,0,7
Trey QuinnT. Quinn,SF@WAS,5.00,0,0,0,0,0,0,0,0,0,0,2,30,0,0,0,0,7
Alshon JefferyA. Jeffery,PHI@DAL,5.00,0,0,0,0,0,0,0,0,0,0,2,38,0,0,0,0,7
Richie JamesR. James,SF@WAS,5.00,0,0,0,0,0,0,0,0,0,0,1,40,0,0,0,0,7
Marvin HallM. Hall,MIN@DET,5.00,0,0,0,0,0,0,0,0,0,0,1,47,0,0,0,0,7
Darius SlaytonD. Slayton,ARI@NYG,4.00,0,0,0,0,0,0,0,0,0,0,2,28,0,0,0,0,7
Chester RogersC. Rogers,HOU@IND,4.00,0,0,0,0,0,0,0,0,0,0,2,24,0,0,0,0,7
Cordarrelle PattersonC. Patterson,NO@CHI,4.00,0,0,0,0,0,0,1,2,0,0,2,21,0,0,0,0,7
Trevor DavisT. Davis,OAK@GB,4.00,0,0,0,0,0,0,0,0,0,0,2,26,0,0,0,0,7
Randall CobbR. Cobb,PHI@DAL,4.00,0,0,0,0,0,0,0,0,0,0,2,29,0,0,0,0,7
Derek CarrierD. Carrier,OAK@GB,4.00,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0,7
Marcell AtemanM. Ateman,OAK@GB,4.00,0,0,0,0,0,0,0,0,0,0,1,36,0,0,0,0,7
Nelson AgholorN. Agholor,PHI@DAL,4.00,0,0,0,0,0,0,0,0,0,0,2,24,0,0,0,0,7
Albert WilsonA. Wilson,MIA@BUF,3.00,0,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0,7
D'haquille WilliamsD. Williams,MIA@BUF,3.00,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0,7
Malik TurnerM. Turner,BAL@SEA,3.00,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,7
Steven SimsS. Sims,SF@WAS,3.00,0,0,0,0,0,0,1,0,0,0,3,5,0,0,0,0,7
Hunter RenfrowH. Renfrow,OAK@GB,3.00,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,7
Isaiah McKenzieI. McKenzie,MIA@BUF,3.00,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,7
Justin HardyJ. Hardy,LA@ATL,3.00,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0,7
Kenny GolladayK. Golladay,MIN@DET,3.00,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,7
David MooreD. Moore,BAL@SEA,2.00,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,7
Terry McLaurinT. McLaurin,SF@WAS,2.00,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,7
Andy IsabellaA. Isabella,ARI@NYG,2.00,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,7
DaeSean HamiltonD. Hamilton,KC@DEN,2.00,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,7
Larry FitzgeraldL. Fitzgerald,ARI@NYG,2.00,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,7
Robby AndersonR. Anderson,NE@NYJ,2.00,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,7
Diontae SpencerD. Spencer,KC@DEN,1.00,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,7
Trent SherfieldT. Sherfield,ARI@NYG,1.00,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,7
Mohamed SanuM. Sanu,LA@ATL,1.00,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,7
Seth RobertsS. Roberts,BAL@SEA,1.00,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,7
Chris MooreC. Moore,BAL@SEA,1.00,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,7
KeeSean JohnsonK. Johnson,ARI@NYG,1.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,7
Russell GageR. Gage,LA@ATL,1.00,0,0,0,0,0,0,0,0,0,0,1,13,0,0,1,0,7
Taylor GabrielT. Gabriel,NO@CHI,1.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,7
Will FullerW. Fuller,HOU@IND,1.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,7
Damiere ByrdD. Byrd,ARI@NYG,1.00,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,7
Willie SneadW. Snead,BAL@SEA,0.00,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,7
Braxton BerriosB. Berrios,NE@NYJ,0.00,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,7
Mike EvansM. Evans,TB@TEN,42.00,0,0,0,0,0,0,0,0,0,0,11,198,2,0,0,0,8
Cooper KuppC. Kupp,CIN@LA,35.00,0,0,0,0,0,0,0,0,0,0,7,220,1,0,0,0,8
Kenny GolladayK. Golladay,NYG@DET,29.00,0,0,0,0,0,0,0,0,0,0,6,123,2,0,1,0,8
Michael ThomasM. Thomas,ARI@NO,28.00,0,0,0,0,0,0,1,-9,0,0,11,112,1,0,0,0,8
Julian EdelmanJ. Edelman,CLE@NE,27.00,0,0,0,0,0,0,1,-3,0,0,8,78,2,0,0,0,8
Julio JonesJ. Jones,SEA@ATL,25.00,0,0,0,0,0,0,0,0,0,0,10,152,0,0,0,0,8
JuJu Smith-SchusterJ. Smith-Schuster,MIA@PIT,21.00,0,0,0,0,0,0,0,0,0,0,5,103,1,0,0,0,8
DeAndre HopkinsD. Hopkins,OAK@HOU,21.00,0,0,0,0,0,0,0,0,0,0,11,109,0,0,0,0,8
Stefon DiggsS. Diggs,WAS@MIN,20.00,0,0,0,0,0,0,0,0,0,0,7,143,0,0,1,0,8
Chris ConleyC. Conley,NYJ@JAX,20.00,0,0,0,0,0,0,0,0,0,0,4,103,1,0,0,0,8
Darius SlaytonD. Slayton,NYG@DET,19.00,0,0,0,0,0,0,0,0,0,0,2,50,2,0,0,0,8
Diontae JohnsonD. Johnson,MIA@PIT,19.00,0,0,0,0,0,0,0,0,0,0,5,84,1,0,0,0,8
D.J. CharkD. Chark,NYJ@JAX,19.00,0,0,0,0,0,0,1,0,0,0,6,79,1,0,0,0,8
Tyrell WilliamsT. Williams,OAK@HOU,18.00,0,0,0,0,0,0,0,0,0,0,3,91,1,0,0,0,8
Hunter RenfrowH. Renfrow,OAK@HOU,18.00,0,0,0,0,0,0,0,0,0,0,4,88,1,0,0,0,8
Danny AmendolaD. Amendola,NYG@DET,17.00,0,0,0,0,0,0,0,0,0,0,8,95,0,0,0,0,8
Golden TateG. Tate,NYG@DET,16.00,0,0,0,0,0,0,0,0,0,0,8,85,0,0,0,0,8
Josh ReynoldsJ. Reynolds,CIN@LA,16.00,0,0,0,0,0,0,1,-1,0,0,3,73,1,0,0,0,8
D.K. MetcalfD. Metcalf,SEA@ATL,16.00,0,0,0,0,0,0,0,0,0,0,3,13,2,0,0,0,8
Tyler LockettT. Lockett,SEA@ATL,16.00,0,0,0,0,0,0,0,0,0,0,6,100,0,0,0,0,8
Christian KirkC. Kirk,ARI@NO,16.00,0,0,0,0,0,0,1,19,0,0,8,79,0,0,0,0,8
Alex EricksonA. Erickson,CIN@LA,15.00,0,0,0,0,0,0,0,0,0,0,6,97,0,0,0,0,8
Calvin RidleyC. Ridley,SEA@ATL,13.00,0,0,0,0,0,0,0,0,0,0,4,70,0,1,0,0,8
Tyreek HillT. Hill,GB@KC,13.00,0,0,0,0,0,0,1,5,0,0,6,76,0,0,0,0,8
Mecole HardmanM. Hardman,GB@KC,13.00,0,0,0,0,0,0,0,0,0,0,2,55,1,0,0,0,8
Cole BeasleyC. Beasley,PHI@BUF,13.00,0,0,0,0,0,0,0,0,0,0,3,41,1,0,0,0,8
Emmanuel SandersE. Sanders,CAR@SF,12.00,0,0,0,0,0,0,0,0,0,0,4,25,1,0,0,0,8
Deebo SamuelD. Samuel,CAR@SF,12.00,0,0,0,0,0,0,2,29,1,0,3,19,0,0,0,0,8
Russell GageR. Gage,SEA@ATL,12.00,0,0,0,0,0,0,0,0,0,0,7,58,0,0,0,0,8
Tyler BoydT. Boyd,CIN@LA,12.00,0,0,0,0,0,0,1,3,0,0,6,65,0,0,0,0,8
Keenan AllenK. Allen,LAC@CHI,12.00,0,0,0,0,0,0,0,0,0,0,7,53,0,0,0,0,8
Demaryius ThomasD. Thomas,NYJ@JAX,11.00,0,0,0,0,0,0,0,0,0,0,5,63,0,0,0,0,8
Auden TateA. Tate,CIN@LA,11.00,0,0,0,0,0,0,0,0,0,0,5,65,0,0,0,0,8
Allen RobinsonA. Robinson,LAC@CHI,11.00,0,0,0,0,0,0,0,0,0,0,5,62,0,0,0,0,8
DeVante ParkerD. Parker,MIA@PIT,11.00,0,0,0,0,0,0,0,0,0,0,6,59,0,0,0,0,8
Jarvis LandryJ. Landry,CLE@NE,11.00,0,0,0,0,0,0,0,0,0,0,5,65,0,0,0,0,8
Marvin HallM. Hall,NYG@DET,11.00,0,0,0,0,0,0,0,0,0,0,1,49,1,0,0,0,8
Courtland SuttonC. Sutton,DEN@IND,10.00,0,0,0,0,0,0,0,0,0,0,3,72,0,0,0,0,8
Tajae SharpeT. Sharpe,TB@TEN,10.00,0,0,0,0,0,0,0,0,0,0,3,18,1,0,0,0,8
Alshon JefferyA. Jeffery,PHI@BUF,10.00,0,0,0,0,0,0,0,0,0,0,4,64,0,0,0,0,8
Chris GodwinC. Godwin,TB@TEN,10.00,0,0,0,0,0,0,0,0,0,0,4,43,0,1,0,0,8
John BrownJ. Brown,PHI@BUF,10.00,0,0,0,0,0,0,0,0,0,0,5,54,0,0,0,0,8
Odell Beckham Jr.O. Beckham,CLE@NE,10.00,0,0,0,0,0,0,0,0,0,0,5,52,0,0,0,0,8
Mike WilliamsM. Williams,LAC@CHI,9.00,0,0,0,0,0,0,0,0,0,0,3,69,0,0,0,0,8
Sammy WatkinsS. Watkins,GB@KC,9.00,0,0,0,0,0,0,0,0,0,0,5,45,0,0,0,0,8
Anthony MillerA. Miller,LAC@CHI,9.00,0,0,0,0,0,0,0,0,0,0,3,67,0,0,0,0,8
Allen LazardA. Lazard,GB@KC,9.00,0,0,0,0,0,0,0,0,0,0,5,42,0,0,0,0,8
Taylor GabrielT. Gabriel,LAC@CHI,9.00,0,0,0,0,0,0,0,0,0,0,4,53,0,0,0,0,8
Keelan ColeK. Cole,NYJ@JAX,9.00,0,0,0,0,0,0,0,0,0,0,2,12,1,0,0,0,8
A.J. BrownA. Brown,TB@TEN,9.00,0,0,0,0,0,0,0,0,0,0,2,11,1,0,0,0,8
Preston WilliamsP. Williams,MIA@PIT,8.00,0,0,0,0,0,0,0,0,0,0,4,42,0,0,0,0,8
Curtis SamuelC. Samuel,CAR@SF,8.00,0,0,0,0,0,0,0,0,0,0,4,46,0,0,0,0,8
D.J. MooreD. Moore,CAR@SF,8.00,0,0,0,0,0,0,0,0,0,0,5,38,0,0,0,0,8
Allen HurnsA. Hurns,MIA@PIT,8.00,0,0,0,0,0,0,0,0,0,0,1,12,1,0,0,0,8
Robby AndersonR. Anderson,NYJ@JAX,8.00,0,0,0,0,0,0,0,0,0,0,4,43,0,0,0,0,8
Albert WilsonA. Wilson,MIA@PIT,7.00,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,8
Terry McLaurinT. McLaurin,WAS@MIN,7.00,0,0,0,0,0,0,0,0,0,0,4,39,0,0,0,0,8
T.Y. HiltonT. Hilton,DEN@IND,7.00,0,0,0,0,0,0,0,0,0,0,2,54,0,0,0,0,8
Phillip DorsettP. Dorsett,CLE@NE,7.00,0,0,0,0,0,0,0,0,0,0,3,43,0,0,0,0,8
Paul RichardsonP. Richardson,WAS@MIN,6.00,0,0,0,0,0,0,0,0,0,0,3,34,0,0,0,0,8
Jake KumerowJ. Kumerow,GB@KC,6.00,0,0,0,0,0,0,0,0,0,0,2,48,0,0,0,0,8
Marvin JonesM. Jones,NYG@DET,6.00,0,0,0,0,0,0,0,0,0,0,4,22,0,0,0,0,8
Ted Ginn Jr.T. Ginn,ARI@NO,6.00,0,0,0,0,0,0,0,0,0,0,2,42,0,0,0,0,8
Robert WoodsR. Woods,CIN@LA,5.00,0,0,0,0,0,0,4,6,0,0,2,36,0,0,0,0,8
Kenny StillsK. Stills,OAK@HOU,5.00,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,0,8
Adam HumphriesA. Humphries,TB@TEN,5.00,0,0,0,0,0,0,0,0,0,0,3,24,0,0,0,0,8
Jakeem GrantJ. Grant,MIA@PIT,5.00,0,0,0,0,0,0,0,0,0,0,2,32,0,0,0,0,8
Jamison CrowderJ. Crowder,NYJ@JAX,5.00,0,0,0,0,0,0,0,0,0,0,3,24,0,0,0,0,8
DeAndre CarterD. Carter,OAK@HOU,5.00,0,0,0,0,0,0,0,0,0,0,1,46,0,0,0,0,8
Vyncint SmithV. Smith,NYJ@JAX,4.00,0,0,0,0,0,0,1,13,0,0,2,10,0,0,0,0,8
Mohamed SanuM. Sanu,CLE@NE,4.00,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,0,8
Cody LatimerC. Latimer,NYG@DET,4.00,0,0,0,0,0,0,0,0,0,0,2,28,0,0,0,0,8
Zay JonesZ. Jones,OAK@HOU,4.00,0,0,0,0,0,0,0,0,0,0,2,27,0,0,0,0,8
Olabisi JohnsonO. Johnson,WAS@MIN,4.00,0,0,0,0,0,0,0,0,0,0,2,27,0,0,0,0,8
Justin HardyJ. Hardy,SEA@ATL,4.00,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,0,8
Bennie FowlerB. Fowler,NYG@DET,4.00,0,0,0,0,0,0,0,0,0,0,2,21,0,0,0,0,8
Dan ArnoldD. Arnold,ARI@NO,4.00,0,0,0,0,0,0,0,0,0,0,2,25,0,0,0,0,8
Nelson AgholorN. Agholor,PHI@BUF,4.00,0,0,0,0,0,0,2,7,0,0,4,7,0,0,0,0,8
Jarius WrightJ. Wright,CAR@SF,3.00,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,8
James WashingtonJ. Washington,MIA@PIT,3.00,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,8
Malik TurnerM. Turner,SEA@ATL,3.00,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,8
Diontae SpencerD. Spencer,DEN@IND,3.00,0,0,0,0,0,0,1,5,0,0,2,18,0,0,0,0,8
David MooreD. Moore,SEA@ATL,3.00,0,0,0,0,0,0,1,2,0,0,1,23,0,0,0,0,8
J.D. McKissicJ. McKissic,NYG@DET,3.00,0,0,0,0,0,0,1,-1,0,0,3,2,0,0,0,0,8
Deonte HarrisD. Harris,ARI@NO,3.00,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,8
Antonio CallawayA. Callaway,CLE@NE,3.00,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,8
Damiere ByrdD. Byrd,ARI@NO,3.00,0,0,0,0,0,0,0,0,0,0,2,18,0,0,0,0,8
Demarcus RobinsonD. Robinson,GB@KC,2.00,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,8
Trey QuinnT. Quinn,WAS@MIN,2.00,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,8
Cordarrelle PattersonC. Patterson,LAC@CHI,2.00,0,0,0,0,0,0,1,5,0,0,2,1,0,0,0,0,8
Kelvin HarmonK. Harmon,WAS@MIN,2.00,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,8
Larry FitzgeraldL. Fitzgerald,ARI@NO,2.00,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,8
Seth DevalveS. Devalve,NYJ@JAX,2.00,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,8
Trevor DavisT. Davis,OAK@HOU,2.00,0,0,0,0,0,0,1,-1,0,0,1,15,0,0,0,0,8
Corey DavisC. Davis,TB@TEN,2.00,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,8
Fred BrownF. Brown,DEN@IND,2.00,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,8
Kendrick BourneK. Bourne,CAR@SF,2.00,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,8
D'haquille WilliamsD. Williams,PHI@BUF,1.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,8
DeAndrew WhiteD. White,CAR@SF,1.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,8
Marquez Valdes-ScantlingM. Valdes-Scantling,GB@KC,1.00,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,8
Laquon TreadwellL. Treadwell,WAS@MIN,1.00,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8
Chester RogersC. Rogers,DEN@IND,1.00,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,8
Dante PettisD. Pettis,CAR@SF,1.00,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,8
Zach PascalZ. Pascal,DEN@IND,1.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,8
Stanley MorganS. Morgan,CIN@LA,1.00,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,8
Jakobi MeyersJ. Meyers,CLE@NE,1.00,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,8
Marqise LeeM. Lee,NYJ@JAX,1.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,8
Rashard HigginsR. Higgins,CLE@NE,1.00,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,8
Austin CarrA. Carr,ARI@NO,1.00,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,8
Geronimo AllisonG. Allison,GB@KC,1.00,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,8
